cui,cui_name,class_type,hpo,hpo_name
C0274638,Poisoning by sedative AND/OR hypnotic,Concept,,
C0029534,Other cerebellar ataxia,Concept,,
C0029537,Other chest pain,Concept,,
C1955521,Other ascites,Concept,,
C0302401,"Injury, other and unspecified",Concept,,
C0271510,Auditory recruitment,Concept,,
C0302408,"Toxic effect of other pesticides, NEC in ICD9CM_2014",Concept,,
C0302409,Certain adverse effects NEC in ICD9CM_2014,Concept,,
C1608262,"Immunodeficiency with predominant T-cell defect, unspecified",Concept,,
C0160918,"Contusion of face, scalp and neck, excluding eye(s)",Concept,,
C0160916,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection",Concept,,
C0160914,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound and without mention of infection",Concept,,
C0160912,"Blister of other, multiple, and unspecified sites, infected",Concept,,
C0160913,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, infected",Concept,,
C0160910,"Superficial injuries of other, multiple, and unspecified sites",Concept,,
C0159683,Other closed fracture of upper end of humerus,Concept,,
C0159680,Closed fracture of surgical neck of humerus,Concept,,
C0220704,Shprintzen syndrome,Concept,,
C0260768,Attention to other specified artificial opening,Concept,,
C0412991,Toxic effect of manganese AND/OR its compounds,Concept,,
C0007644,Cellulitis and abscess of unspecified digit,Concept,,
C0007645,Cellulitis and abscess NOS (disorder),Concept,,
C0007643,Cellulitis and abscess of oral soft tissues,Concept,,
C0260760,Encounter for attention to tracheostomy,Concept,,
C0260761,Encounter for attention to gastrostomy,Concept,,
C0260762,Encounter for attention to ileostomy,Concept,,
C0011057,"Hearing Loss, Sudden",Concept,,
C0260764,Encounter for attention to other artificial openings of digestive tract,Concept,,
C0260765,Encounter for attention to cystostomy,Concept,,
C0260766,Encounter for attention to other artificial openings of urinary tract,Concept,,
C0020579,Hypervitaminosis A,Concept,,
C0020578,Hyperventilation,Concept,HP:0002883,Hyperventilation
C0020575,Hypertropia,Concept,,
C0157733,Abnormality of the hair,Concept,HP:0001595,Abnormality of the hair
C1455982,Routine gynecological examination,Concept,,
C1455980,Encounter due to lack of adequate sleep,Concept,,
C0375242,Causalgia of lower limb,Concept,,
C1455986,Special investigations and examinations - Gynecological examination,Concept,,
C0375240,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus",Concept,,
C0261148,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist,Concept,,
C0154551,Skin disorder arising from mental factors,Concept,,
C0261146,Nontraffic accident involving other off-road motor vehicle injuring driver of motor vehicle other than motorcycle,Concept,,
C1455988,"Pregnancy examination or test, negative result",Concept,,
C0154557,Other genitourinary malfunction arising from mental factors,Concept,,
C0159233,"Closed fracture of base of skull without mention of intracranial injury, with no loss of consciousness",Concept,,
C0159232,"Closed fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",Concept,,
C0154339,"Simple type schizophrenia, subchronic state",Concept,,
C0154338,Other persistent mental disorders due to conditions classified elsewhere,Concept,,
C0154334,"Other specified transient mental disorders due to conditions classified elsewhere, other",Concept,,
C0036420,Localized scleroderma,Concept,,
C1278558,Crushed in between objects,Concept,,
C0546840,"Unspecified polyarthropathy or polyarthritis, multiple sites",Concept,,
C0546841,"Accident due to exposure (to weather conditions), not elsewhere classifiable",Concept,,
C0339711,Legal blindness USA,Concept,,
C0155689,Isolated (Fiedler's) myocarditis,Concept,,
C0155938,"Dentofacial anomalies, including malocclusion",Concept,,
C0155939,Dental arch relationship anomaly,Concept,,
C0155934,Acute apical periodontitis of pulpal origin,Concept,,
C0155935,Other and unspecified diseases of pulp and periapical tissues,Concept,,
C0037889,Hereditary spherocytosis,Concept,,
C0155937,Acute gingivitis,Concept,,
C0155930,Tooth Ankylosis,Concept,,
C0155687,Acute myocarditis in diseases classified elsewhere,Concept,,
C0004610,Bacteremia,Concept,,
C0036685,"Septicaemia due to gram-negative organism, unspecified",Concept,,
C0036689,Streptococcal sore throat,Concept,,
C0235904,"Megacolon, not Hirschsprung's",Concept,,
C0162674,Chronic progressive external ophthalmoplegia,Concept,HP:0000590,Progressive external ophthalmoplegia
C0272729,Closed fracture of femur,Concept,,
C0162678,Neurofibromatoses,Concept,HP:0001067,Neurofibromas
C0155066,"Unqualified visual loss, one eye",Concept,,
C0155519,Labyrinthine unilateral reactive loss,Concept,,
C0159904,Other open fracture of tarsal and metatarsal bones,Concept,,
C0159906,"Fracture of one or more phalanges of foot, closed",Concept,,
C0159909,"Other, multiple and ill-defined fractures of lower limb, closed",Concept,,
C0273412,Open wound of toe(s) with complication,Concept,,
C0273413,Open wound of toe(s) with tendon involvement,Concept,,
C0435903,"Closed fracture of tibia and fibula, proximal",Concept,,
C0312413,Overflow incontinence of urine,Concept,,
C1456270,Fatty acid oxidation disorder,Concept,,
C0398672,Other specified disorders involving the immune mechanism,Concept,,
C1456275,disorder of mitochondrial metabolism,Concept,,
C0021844,Intestinal obstruction without mention of hernia,Concept,,
C0021845,Intestinal Perforation,Concept,,
C0021843,Intestinal Obstruction,Concept,HP:0005214,Intestinal obstruction
C2607914,Allergic rhinitis (disorder),Concept,HP:0003193,Allergic rhinitis
C0001170,Acquired deformities of auricle or pinna,Concept,,
C0001171,Acquired chest and rib deformity,Concept,,
C0032308,Staphylococcal Pneumonia,Concept,,
C0032305,,,,
C0032302,Mycoplasma pneumonia,Concept,,
C0161632,Poisoning by skeletal muscle relaxant,Concept,,
C0161633,Poisoning by other and unspecified drugs acting on muscles,Concept,,
C0161328,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified",Concept,,
C0162296,Polyarthralgia,Concept,,
C0261961,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances,Concept,,
C0162292,External Ophthalmoplegia,Concept,HP:0000544,External ophthalmoplegia
C0274829,Toxic effect of chiefly nonmedicinal substance,Concept,,
C0013221,Drug toxicity,Concept,,
C2712371,Torus fracture of radius (alone),Concept,,
C0740209,Encounter due to counseling,Concept,,
C0035305,Retinal Detachment,Concept,HP:0000541,Retinal detachment
C0035309,Retinal Diseases,Concept,HP:0000488,Retinopathy
C0012243,Digestive System Neoplasms,Concept,,
C0418593,Unspecified misadventure during medical care,Concept,,
C0012246,Female digestive-genital tract fistula,Concept,,
C0158265,Degeneration of lumbar or lumbosacral intervertebral disc,Concept,,
C0158264,Degeneration of thoracic or thoracolumbar intervertebral disc,Concept,,
C0023418,leukemia,Concept,HP:0001909,Leukemia
C0158746,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)",Concept,,
C0695274,Poisoning by propionic acid derivatives,Concept,,
C0009733,"Tracheoesophageal fistula, esophageal atresia and stenosis",Concept,,
C0158260,Schmorl's nodes of lumbar region,Concept,,
C0009080,Clubbed Fingers,Concept,HP:0100759,Clubbing of fingers
C0009081,Congenital clubfoot,Concept,HP:0001762,Talipes equinovarus
C0261685,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,Concept,,
C0261686,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,Concept,,
C0261681,Accidental drowning and submersion while engaged in other sport or recreational activity without diving equipment,Concept,,
C0261683,Accidental drowning and submersion in bathtub,Concept,,
C0016034,Breast Fibrocystic Disease,Concept,,
C0260489,Personal history of allergy to narcotic agent,Concept,,
C0260488,Personal history of allergy to anesthetic agent,Concept,,
C0260481,Personal history of other specified diseases,Concept,,
C0260480,perinatal; problems in personal history,Concept,,
C0260482,Personal history of unspecified disease,Concept,,
C0260485,Personal history of allergy to other antibiotic agents,Concept,,
C0260484,Personal history of allergy to penicillin,Concept,,
C0260487,Personal history of allergy to other anti-infective agents,Concept,,
C0260486,Personal history of allergy to sulfonamides,Concept,,
C0260371,Need for prophylactic vaccination and inoculation against unspecified single bacterial disease,Concept,,
C0431635,Other anomalies of uterus,Concept,,
C0158339,Non-traumatic tendon rupture,Concept,,
C0155218,Cyst of eyelid,Concept,HP:0010604,Cyst of the eyelid
C0158331,tenosynovitis of ankle/foot,Concept,,
C0155213,Hypertrichosis of eyelid,Concept,,
C0155212,Hypopigmentation of eyelid,Concept,,
C0158335,Ganglion of tendon sheath,Concept,,
C0158334,Ganglion of joint,Concept,,
C0085655,Polymyositis,Concept,,
C0700292,Hypoxemia,Concept,HP:0012418,Hypoxemia
C2830475,Impaired glucose tolerance (oral),Concept,,
C0039145,Syringomyelia and syringobulbia,Concept,,
C0020490,Hyperopia,Concept,HP:0000540,Hypermetropia
C0489983,cognitive deficits as late effect of cerebrovascular disease,Concept,,
C0677607,Hashimoto Disease,Concept,HP:0000872,Hashimoto thyroiditis
C0489981,Other staphylococcal septicemia,Concept,,
C0489987,"Late effects of cerebrovascular disease, other speech and language deficits",Concept,,
C0011265,Presenile dementia,Concept,,
C0011268,Senile dementia,Concept,,
C0261428,Accidental poisoning by agents primarily affecting blood constituents,Concept,,
C0261429,Accidental poisoning by drug primarily affecting cardiovascular system,Concept,,
C0261421,Accidental poisoning by other specified drugs acting on central and autonomic nervous systems,Concept,,
C0261422,Accidental poisoning by unspecified drug acting on central and autonomic nervous systems,Concept,,
C0261423,Accidental poisoning by antibiotic,Concept,,
C0266436,Congenital chordee,Concept,,
C0261426,Accidental poisoning by hormones and synthetic substitutes,Concept,,
C0266435,Congenital hypoplasia of penis,Concept,HP:0000054,Micropenis
C1879328,Blindness both eyes NOS (disorder),Concept,,
C0340692,Phlebitis and thrombophlebitis of other sites,Concept,,
C0015300,Exophthalmos,Concept,HP:0000520,Proptosis
C1719340,Monocytosis (symptomatic),Concept,,
C1719348,"Encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere",Concept,,
C1719349,"Encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere",Concept,,
C0042580,Vesico-Ureteral Reflux,Concept,HP:0000076,Vesicoureteral reflux
C0024649,Malposition of heart and cardiac apex,Concept,,
C0025517,Metabolic Diseases,Concept,,
C0600027,Screening for unspecified mental disorder and developmental handicap,Concept,,
C1719692,Encounter for change or removal of surgical wound dressing,Concept,,
C1719693,Encounter for removal of sutures,Concept,,
C1719690,Encounter for change or removal of nonsurgical wound dressing,Concept,,
C0152259,Cataract secondary to ocular disorder,Concept,,
C0587245,Complication of gastrostomy,Concept,,
C1719698,Encounter for hearing examination following failed hearing screening,Concept,,
C1719699,Other examination of ears and hearing,Concept,,
C0160202,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness",Concept,,
C0160201,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness",Concept,,
C0019829,Hodgkin Disease,Concept,HP:0012189,Hodgkin lymphoma
C0008707,Chronic osteomyelitis,Concept,,
C0008701,Chronic Motor or Vocal Tic Disorder,Concept,,
C0520728,Impairment level: low vision of one eye,Concept,,
C0158537,"Spina bifida, without mention of hydrocephalus, lumbar region",Concept,,
C0158536,"Spina bifida, without mention of hydrocephalus, dorsal (thoracic) region",Concept,,
C0158535,"Spina bifida, without mention of hydrocephalus, cervical region",Concept,,
C0158534,"Spina bifida without mention of hydrocephalus, site unspecified",Concept,,
C0158538,Other congenital anomalies of nervous system,Concept,,
C1561822,Asphyxia and hypoxemia,Concept,,
C1561826,Overweight and obesity,Concept,,
C1561827,"Overweight, obesity and other hyperalimentation (E65-E68)",Concept,,
C1561828,Anemia in chronic kidney disease,Concept,,
C0029512,Other and unspecified noninfectious gastroenteritis and colitis,Concept,,
C0029513,Other and unspecified ovarian cysts,Concept,,
C0029510,Other and unspecified manifestations of thiamine deficiency,Concept,,
C0029511,Other and unspecified mycoses,Concept,,
C0029516,Other and unspecified reactive psychosis,Concept,,
C0029514,Other and unspecified pityriasis,Concept,,
C0029515,Other and unspecified postsurgical nonabsorption,Concept,,
C0018889,Helminthiasis,Concept,,
C0432162,Congenital spondylolysis of lumbosacral region,Concept,,
C0700639,"Pyloric Stenosis, Hypertrophic",Concept,,
C0489969,"Unspecified disorder of joint, other specified sites",Concept,,
C0489967,Low compliance bladder,Concept,,
C0027609,Neonatal Abstinence Syndrome,Concept,,
C0489962,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",Concept,,
C0003615,Appendicitis,Concept,,
C0268790,Renal vascular disorder,Concept,,
C0375326,Pneumonia due to other streptococci,Concept,,
C0236816,"Stress Disorders, Traumatic, Acute",Concept,,
C0869291,"Radiological examination, NEC in ICD9CM_2014",Concept,,
C0869292,"Other diseases of trachea and bronchus, NEC in ICD9CM",Concept,,
C0260748,Fitting and adjustment of hearing aid,Concept,,
C0260749,Fitting and adjustment of cardiac pacemaker,Concept,,
C0260745,"Fitting and adjustment, other device",Concept,,
C0009946,Conversion disorder,Concept,,
C0159378,"Other closed skull fracture with other and unspecified intracranial hemorrhage, unspecified state of unconsciousness",Concept,,
C0017536,Giardiasis,Concept,,
C0375224,Monoplegia of lower limb affecting unspecified side,Concept,,
C0375225,Monoplegia of lower limb affecting dominant side,Concept,,
C0375220,"Hemiplegia, unspecified, affecting nondominant side",Concept,,
C0375221,Quadriplegia with quadriparesis,Concept,,
C0375223,Other quadriplegia,Concept,,
C1561640,"Chronic kidney disease, stage 3 (moderate)",Concept,,
C1561641,"Chronic kidney disease, stage 4 (severe)",Concept,,
C1561642,"Chronic kidney disease, Stage V",Concept,,
C1561643,Chronic Kidney Diseases,Concept,HP:0012622,Chronic kidney disease
C0261169,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle,Concept,,
C0016952,Galactosemias,Concept,HP:0004919,Galactose intolerance
C0026893,"Myalgia and myositis, unspecified",Concept,,
C0026896,Myasthenia Gravis,Concept,,
C0026897,Myasthenic syndrome due to another disorder,Concept,,
C0333297,Chronic ulcer,Concept,,
C1253936,Hydrarthrosis,Concept,,
C0599986,Encounter due to genetic counseling,Concept,,
C0040517,Gilles de la Tourette syndrome,Concept,,
C0406047,Local infection skin/subcut tissue NOS,Concept,,
C0840927,Neurologic neglect syndrome,Concept,,
C0700345,"Candidiasis, Vulvovaginal",Concept,,
C0020807,Idiopathic pulmonary hemosiderosis,Concept,,
C0744667,sensorineural hearing loss unilateral,Concept,,
C0010308,Congenital Hypothyroidism,Concept,HP:0000851,Congenital hypothyroidism
C3161434,Other pneumothorax and air leak,Concept,,
C1963664,Joint contracture of the ankle and foot,Concept,,
C0155913,Other specified alveolar and parietoalveolar pneumonopathies,Concept,,
C0155910,Pulmonary congestion and hypostasis,Concept,,
C0478100,Other deletions from the autosomes,Concept,,
C0155914,Unspecified alveolar and parietoalveolar pneumonopathy,Concept,,
C0158296,Other disorder of coccyx,Concept,,
C0158297,Other symptoms referable to back,Concept,,
C0155919,Acute pulmonary edema,Concept,,
C0158292,Disorder of sacrum,Concept,,
C0158291,"Thoracic or lumbosacral neuritis or radiculitis, unspecified",Concept,,
C0686586,Acute leukemia in remission,Concept,,
C0424641,Decrease in height,Concept,,
C0038017,Congenital spondylolisthesis,Concept,,
C0272870,Sprain of acromioclavicular ligament,Concept,,
C0152207,Alternating Exotropia,Concept,,
C0152206,Monocular Exotropia,Concept,,
C0155005,Other visual distortions and entoptic phenomena,Concept,,
C0155006,Psychophysical visual disturbance,Concept,,
C0155000,Transient refractive change,Concept,,
C0155001,Subjective visual disturbance,Concept,,
C0155003,"Blindness, Transient",Concept,,
C0159963,Closed posterior dislocation of hip,Concept,,
C0435924,Closed fracture of cuneiform bone of foot,Concept,,
C2939144,Developmental odontogenic cyst,Concept,,
C0155435,Other disorders of Eustachian tube,Concept,,
C0273478,Injury of blood vessels of lower extremity,Concept,,
C0156299,Encysted hydrocele,Concept,,
C0400832,Ulcer of anus and rectum,Concept,,
C0039494,Temporomandibular Joint Disorders,Concept,,
C0155295,Partial optic atrophy,Concept,,
C1456254,incompetence or weakening of rectovaginal tissue,Concept,,
C2712977,Acute kidney failure with lesion of tubular necrosis,Concept,,
C0157741,Idiopathic urticaria,Concept,,
C0157740,Chronic ulcer of other specified sites,Concept,,
C0157742,Urticaria due to cold and heat,Concept,,
C0157746,Foreign body granuloma of skin and subcutaneous tissue,Concept,,
C1260417,Ulcer of esophagus without bleeding,Concept,,
C1260414,Other iatrogenic hypotension,Concept,,
C0260442,Personal history of other leukemia,Concept,,
C0261983,Suicide and self-inflicted injury by cutting and piercing instrument,Concept,,
C0155296,Other disorders of optic disc,Concept,,
C0231471,Abnormal posture,Concept,HP:0002533,Abnormal posturing
C0159587,Closed fracture of T7-T12 level with spinal cord injury,Concept,,
C0159582,Closed fracture of T1-T6 level with spinal cord injury,Concept,,
C0494620,Embolism and thrombosis of arteries of upper extremities,Concept,,
C0339295,Exposure keratoconjunctivitis,Concept,,
C0494158,"Malignant neoplasm of kidney, except pelvis",Concept,,
C2911500,Encounter due to presence of automatic (implantable) cardiac defibrillator,Concept,,
C0160563,Open wound of penis with complication,Concept,,
C0160562,Open wound of penis,Concept,,
C0160565,Open wound of scrotum and testes with complication,Concept,,
C0158768,Macrodactylia of toes,Concept,,
C0158767,Congenital deformity of knee joint,Concept,,
C0158763,Macrodactylia of fingers,Concept,,
C0158761,Radioulnar Synostosis,Concept,HP:0002974,Radioulnar synostosis
C0016546,Foreign Body in Digestive Tract,Concept,,
C0016545,Foreign body granuloma of muscle,Concept,,
C0878692,Dementia in conditions classified elsewhere with behavioral disturbance,Concept,,
C0878691,Dementia in conditions classified elsewhere without behavioral disturbance,Concept,,
C0878696,bronchiectasis with acute exacerbation,Concept,,
C0878695,bronchiectasis without acute exacerbation,Concept,,
C0878694,Allergic rhinitis due to food,Concept,,
C0085096,Peripheral Vascular Diseases,Concept,,
C0158363,Nontraumatic rupture of muscle,Concept,,
C0260356,Encounter due to being a carrier or suspected carrier of other specified bacterial diseases,Concept,,
C0085606,Urgency of micturition,Concept,HP:0000012,Urinary urgency
C0271234,Impairment level: low vision of both eyes,Concept,,
C0271236,"Better eye: severe visual impairment, Lesser eye: severe visual impairment",Concept,,
C1455884,Elevated C-reactive protein (CRP),Concept,,
C0158364,"Diastasis, Muscle",Concept,,
C0158359,Laxity of ligament,Concept,HP:0001380,Ligamentous laxity
C0494843,Ingestion dermatitis due to food,Concept,,
C0155277,Orbital deformity associated with craniofacial deformity,Concept,,
C0158355,"Calcification and ossification, unspecified",Concept,,
C0158353,"Myositis, Infectious",Concept,,
C0158352,"Muscle, ligament and fascia disorders",Concept,,
C0035854,Rosacea,Concept,,
C0158350,Tendon contracture,Concept,,
C0477996,Other congenital malformations of pulmonary valve,Concept,,
C0477992,Other specified congenital malformations of face and neck,Concept,,
C0477999,Other specified congenital malformations of heart,Concept,,
C0034186,Pyelonephritis,Concept,HP:0012330,Pyelonephritis
C0477897,Other heavy for gestational age infants,Concept,,
C2720437,Dislocation of elbow joint,Concept,HP:0003042,Elbow dislocation
C0000768,Congenital Abnormality,Concept,,
C0261408,Accidental poisoning by other psychotropic agents,Concept,,
C0080174,Spina Bifida Occulta,Concept,HP:0003298,Spina bifida occulta
C0154270,Localized adiposity,Concept,,
C0154271,Hypercarotinemia,Concept,,
C0261405,Accidental poisoning by benzodiazepine-based tranquilizer,Concept,,
C0261403,Accidental poisoning by phenothiazine-based tranquilizer,Concept,,
C0261400,Accidental poisoning by other specified sedatives and hypnotics,Concept,,
C0261401,Accidental poisoning by unspecified sedative or hypnotic,Concept,,
C0015544,Failure to Thrive,Concept,,
C0158978,Kernicterus of foetus or newborn not due to isoimmunisation,Concept,,
C0155493,Retained foreign body of middle ear,Concept,,
C0155492,Middle Ear Cholesterol Granuloma,Concept,,
C0155491,Diffuse cholesteatosis of middle ear and mastoid,Concept,,
C0155490,Middle Ear Cholesteatoma,Concept,,
C0158975,Other neonatal jaundice due to delayed conjugation from other causes,Concept,,
C0155494,"Disorder of middle ear and mastoid, unspecified",Concept,,
C0159004,Transitory ileus of newborn,Concept,,
C0159006,Perinatal intestinal perforation,Concept,,
C0159007,Other specified perinatal digestive system disorders,Concept,,
C0152729,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Concept,,
C1719367,Other causes of myelitis,Concept,,
C1719365,Other causes of encephalitis and encephalomyelitis,Concept,,
C1719362,Toxic encephalitis and encephalomyelitis,Concept,,
C1719361,"Postinfectious encephalitis, myelitis, and encephalomyelitis",Concept,,
C1719368,"Other causes of encephalitis, myelitis, and encephalomyelitis",Concept,,
C1719369,"Unspecified cause of encephalitis, myelitis, and encephalomyelitis",Concept,,
C0375533,"Longitudinal deficiency of upper limb, NEC in MTHICD9_2014",Concept,,
C0022408,Arthropathy,Concept,HP:0003040,Arthropathy
C1456066,Allergic rhinitis due to animal (cat) (dog) hair and dander,Concept,,
C0859697,Closed fracture of lumbar vertebra without mention of spinal cord lesion,Concept,,
C0005716,Blastomycosis,Concept,,
C0161280,Blisters with epidermal loss due to burn [second degree] of unspecified site of lower limb,Concept,,
C0161283,Blisters with epidermal loss due to burn (second degree) of ankle,Concept,,
C0161282,Blisters with epidermal loss due to burn (second degree) of foot,Concept,,
C0161284,Blisters with epidermal loss due to burn (second degree) of lower leg,Concept,,
C0161286,Blisters with epidermal loss due to burn (second degree) of thigh (any part),Concept,,
C0004402,autosomal deletion syndrome,Concept,,
C0160774,Late effect of fracture of skull AND/OR face bones,Concept,,
C0851311,Encounter due to a person with feared complaint in whom no diagnosis was made,Concept,,
C0260910,Screening examination for unspecified infectious disease,Concept,,
C0260918,Screening for malignant neoplasms of oral cavity,Concept,,
C0043168,Whooping cough due to unspecified organism,Concept,,
C0158515,Acquired deformity of pelvis,Concept,,
C0158514,Other acquired deformity of back or spine,Concept,,
C0158517,Acquired deformity of other specified site,Concept,,
C0160481,"Open wound of external ear, unspecified site, complicated",Concept,,
C0178879,Urinary tract obstruction,Concept,,
C1561806,Aspiration of postnatal stomach contents without respiratory symptoms,Concept,,
C1561805,fetal or newborn aspiration,Concept,,
C0438624,Contusion of eye,Concept,,
C0033845,Pseudotumor Cerebri,Concept,,
C0375691,"Toxic effect of caustic, unspecified",Concept,,
C0489982,Other disorders of calcium metabolism,Concept,,
C0375693,Toxic effect of latex,Concept,,
C0375695,Toxic effect of tobacco,Concept,,
C0489985,Aphasia as late effect of cerebrovascular disease,Concept,,
C0489984,speech and language deficit as late effect of cerebrovascular disease,Concept,,
C0375699,Child emotional/psychological abuse,Concept,,
C0489989,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side",Concept,,
C0032463,Polycythemia Vera,Concept,,
C0032460,Polycystic Ovary Syndrome,Concept,HP:0000147,Polycystic ovaries
C0039319,Tarsal Tunnel Syndrome,Concept,,
C0035440,Acute rheumatic heart disease,Concept,,
C0160958,Contusion of multiple sites of lower limb,Concept,,
C0035445,Rheumatism and fibrositis unspecified,Concept,,
C0160952,Contusion of lower leg,Concept,,
C0160953,Contusion of knee,Concept,,
C0160950,Contusion of hip,Concept,,
C0156154,Toxic gastroenteritis and colitis,Concept,,
C0160956,Contusion of ankle,Concept,,
C0160957,Contusion of toe,Concept,,
C0160955,Contusion of foot,Concept,,
C0729250,"Respiratory complications, NEC in ICD9CM_2014",Concept,,
C0040149,Subacute thyroiditis,Concept,,
C0375343,Other jaw asymmetry,Concept,,
C0476555,Need for immunization against viral hepatitis,Concept,,
C0476550,Asymptomatic human immunodeficiency virus [HIV] infection status,Concept,,
C0040147,Thyroiditis,Concept,HP:0100646,Thyroiditis
C0700613,Anxiety state,Concept,,
C0260726,Encounter due to motor limb problems,Concept,,
C0260721,"Other problems with head, neck, and trunk",Concept,,
C0151632,ESR raised,Concept,HP:0003565,Elevated erythrocyte sedimentation rate
C0375200,Shuddering attacks,Concept,,
C0375206,Hemiplegia/hemiparesis,Concept,HP:0004374,Hemiplegia/hemiparesis
C0375204,Reflex sympathetic dystrophy of other specified site,Concept,,
C1561666,"Other mechanical complication of other internal orthopedic device, implant, and graft",Concept,,
C0023075,Laryngostenosis,Concept,HP:0001602,Laryngeal stenosis
C0154043,Benign neoplasm of pineal gland,Concept,,
C0154041,Benign neoplasm of parathyroid gland,Concept,,
C0154049,Hemangioma of skin and subcutaneous tissue,Concept,,
C0016977,Gall Bladder Diseases,Concept,,
C0344365,Incomplete emptying of bladder,Concept,,
C0409551,"Arthropathy associated with other viral diseases, lower leg",Concept,,
C0029799,"Other specified forms of pleural effusion, except tuberculous",Concept,,
C0029794,Other specified erythematous conditions,Concept,,
C0029795,Unspecified family circumstance,Concept,,
C0795699,"Other diseases of pharynx, NEC in ICD9CM",Concept,,
C0029797,Other specified fistulas involving female genital tract,Concept,,
C0029790,Other specified disorders of teeth and supporting structures,Concept,,
C0029791,Other specified disorders resulting from impaired renal function,Concept,,
C0029792,"Other specified drug dependence, unspecified",Concept,,
C0029793,Other specified endocrine disorders,Concept,,
C0348815,Cystic fibrosis with pulmonary manifestations,Concept,,
C1532320,Family history of prostate cancer,Concept,,
C0040531,Toxic effect of other specified metals,Concept,,
C0040533,Toxic effect of venom,Concept,,
C0392702,Abnormal involuntary movement,Concept,,
C0080178,Spina Bifida,Concept,HP:0002414,Spina bifida
C0878731,Encounter for adequacy testing for hemodialysis,Concept,,
C0878732,Encounter for adequacy testing for peritoneal dialysis,Concept,,
C0878734,"Follow-up examination, following surgery, unspecified",Concept,,
C0878736,"Follow-up examination, following other surgery",Concept,,
C0878737,observation for abuse or neglect,Concept,,
C0869502,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use",Concept,,
C2921193,"Other and unspecified adverse effect of drug, medicinal and biological substance",Concept,,
C0869507,"Poisoning by enzymes, NEC in ICD9CM_2014",Concept,,
C0031345,Pharyngeal Diseases,Concept,,
C0027832,Neurofibromatosis 2,Concept,,
C0027831,Neurofibromatosis 1,Concept,,
C1561791,"Fetal and newborn aspiration, unspecified",Concept,,
C0016205,"Flatulence, eructation, and gas pain",Concept,,
C1691215,Penile hypospadias,Concept,HP:0003244,Penile hypospadias
C0029134,Optic Neuritis,Concept,HP:0100653,Optic neuritis
C0155397,Other chronic infective otitis externa,Concept,,
C0155392,Acute infection of pinna,Concept,,
C0155398,Cholesteatoma of external ear,Concept,,
C0155399,Other acute otitis externa,Concept,,
C0338591,"Amnesia, Transient Global",Concept,HP:0010534,Transient global amnesia
C0155022,Better eye: total vision impairment; lesser eye: total vision impairment,Concept,,
C0155020,blindness or low vision (non-specific),Concept,,
C0041952,Ureterolithiasis,Concept,,
C0036974,Shock,Concept,,
C1302752,Abrasion,Concept,,
C0267390,Chronic ulcerative rectosigmoiditis,Concept,,
C0008373,Cholesteatoma,Concept,HP:0009797,Cholesteatoma
C0008370,Cholestasis,Concept,HP:0001396,Cholestasis
C0008374,Cholesteatoma of middle ear / mastoid,Concept,,
C0728859,Encounter due to need for rabies vaccination,Concept,,
C0157729,Other abnormal granulation tissue,Concept,,
C0157726,Corns and callus,Concept,,
C1260437,Other injuries to scalp,Concept,,
C0157723,Psoriasis and similar disorders,Concept,,
C0036396,Sciatica,Concept,HP:0011868,Sciatica
C1260432,scrotal transposition,Concept,,
C0018784,Sensorineural Hearing Loss (disorder),Concept,HP:0000407,Sensorineural hearing impairment
C0234398,Visual Cortex Disorder,Concept,,
C0159942,Closed dislocation of wrist,Concept,,
C0040335,Encounter due to tobacco use,Concept,,
C0348626,Other specified cardiac arrhythmias,Concept,,
C0042798,Low Vision,Concept,,
C0028077,Night Blindness,Concept,HP:0000662,Nyctalopia
C0392494,Hypertrophy of tongue papillae,Concept,,
C0392492,Asymptomatic periapical periodontitis,Concept,,
C0024904,Mastoiditis,Concept,HP:0000265,Mastoiditis
C1260922,Abnormal breathing,Concept,,
C2349275,"Acute myeloid leukemia, without mention of having achieved remission",Concept,,
C1955746,APLASTIC ANEMIAS NEC in ICD9CM,Concept,,
C1955741,Glucocorticoid deficiency,Concept,,
