cui,cui_name,curated_name,prob,hpo,hpo_name
C0158575,Other specified congenital anomalies of eyelid, specified congenital anomalies of eyelid,0.0018371805646965687,HP:0000492,Abnormality of the eyelid
C0158571,Other congenital anomalies of posterior segment, congenital anomalies of posterior segment,0.001473390221971205,HP:0004329,Abnormality of the posterior segment of the globe
C0014852,Esophageal Diseases,esophageal diseases,0.002571635894219769,,
C1510455,Acrocephalosyndactylia,acrocephalosyndactylia,0.005510835003082135,,
C0014858,Esophageal motility disorders,esophageal motility disorders,0.0012672225972996931,,
C0003492,Aortic coarctation,,0.02521372786866742,HP:0001680,Coarctation of aorta
C0342712,Disorder of branched-chain amino acid metabolism,disorder of branched-chain amino acid metabolism,0.002597880514982302,HP:0010892,Abnormality of branched chain family amino acid metabolism
C0410385,"Acute osteomyelitis, other specified sites","acute osteomyelitis,  specified sites",0.001000082959605041,,
C1561868,Central sleep apnea in conditions classified elsewhere,central sleep apnea in conditions classified elsewhere,0.0011234928063222334,HP:0010536,Central sleep apnea
C1719528,Other stomatitis and mucositis (ulcerative), stomatitis and mucositis (ulcerative),0.003910461550268508,HP:0011107,Recurrent aphthous stomatitis
C1561861,Organic sleep apnea,organic sleep apnea,0.0011978600725350713,HP:0010535,Sleep apnea
C0005937,Bone Cysts,,0.0040659431131065725,HP:0012062,Bone cyst
C0156245,Unilateral small kidney,unilateral small kidney,0.001096056031023311,HP:0000105,Enlarged kidneys
C0018681,Headache,,0.027834992143150477,HP:0002315,Headache
C0013456,Earache,,0.0022485933274846,HP:0030766,Ear pain
C0003477,Separation Anxiety Disorder,separation anxiety disorder,0.0013282090007026913,HP:0100851,Abnormal emotion/affect behavior
C2349266,"Acute lymphoid leukemia, without mention of having achieved remission","acute lymphoid leukemia, ",0.008020666352335329,HP:0006721,Acute lymphoblastic leukemia
C1955750,Speech and language developmental delay due to hearing loss,speech and language developmental delay due to hearing loss,0.002260139539390063,HP:0000365,Hearing impairment
C0522274,Humoral immune defect,humoral immune defect,0.00459302602284996,HP:0002843,Abnormality of T cells
C1719633,Other neonatal endocrine and metabolic disturbances, neonatal endocrine and metabolic disturbances,0.0013360228114359376,HP:0000818,Abnormality of the endocrine system
C0003873,Rheumatoid Arthritis,,0.00572583896670834,HP:0001370,Rheumatoid arthritis
C0701163,Adrenogenital disorder,adrenogenital disorder,0.0050054471696233446,HP:0012243,Abnormal genital system morphology
C0002871,Anemia,,0.011172381372192966,HP:0001903,Anemia
C0701168,"Tricuspid valve disorder, non-rheumatic","tricuspid valve disorder, non-rheumatic",0.007748807590090088,HP:0001627,Abnormal heart morphology
C0345010,Atresia and stenosis of aorta,atresia and stenosis of aorta,0.004957282673785989,HP:0010883,Aortic valve atresia
C0029421,Osteochondritis Dissecans,,0.0036013185364290033,HP:0010886,Osteochondritis Dissecans
C0018918,"Hemangioma, other sites","hemangioma,  sites",0.001266371213179642,,
C0018916,Hemangioma,,0.009016298120388577,HP:0001028,Hemangioma
C0375364,Other colostomy and enterostomy complication, colostomy and enterostomy complication,0.0011043104737909653,HP:0002242,Abnormality of the intestine
C0375360,Universal ulcerative (chronic) colitis,universal ulcerative (chronic) colitis,0.003363055334456725,,
C0158715,"Congenital subluxation of hip, bilateral","congenital subluxation of hip, bilateral",0.006717499495606837,HP:0008780,Congenital bilateral hip dislocation
C0158713,Bilateral congenital dislocation of hip,,0.006681586114502519,HP:0008780,Congenital bilateral hip dislocation
C0158712,Congenital musculoskeletal deformities of spine,congenital musculoskeletal deformities of spine,0.011522083940330162,HP:0000925,Abnormality of the vertebral column
C0264133,Acquired flat foot,acquired flat foot,0.01140190518105466,HP:0001763,Pes planus
C0009763,Conjunctivitis,,0.007698581419113406,HP:0000509,Conjunctivitis
C0011636,Dermatophytosis,dermatophytosis,0.002625729368242448,,
C0011633,Dermatomyositis,dermatomyositis,0.003217924409203112,HP:0002960,Autoimmunity
C0006118,Brain Neoplasms,,0.009662268659974113,HP:0030692,Brain neoplasm
C0497406,Overweight,overweight,0.0049330011821362915,HP:0004323,Abnormality of body weight
C0271202,"Hemianopsia, Homonymous",,0.00409638532601653,HP:0030516,Homonymous hemianopia
C0026850,Muscular Dystrophy,,0.016946505549097473,HP:0003560,Muscular dystrophy
C0595983,Deficiency of saccadic eye movements,deficiency of saccadic eye movements,0.003184570199837412,,
C0344616,Congenitally corrected transposition of the great arteries,,0.005782040805345714,HP:0011540,Congenitally corrected transposition of the great arteries
C0678189,"Hyperlipidemia, group A","hyperlipidemia, group a",0.006874261532646395,HP:0003077,Hyperlipidemia
C0869419,"Obstructive anomalies of heart, not elsewhere classified","obstructive anomalies of heart, not elsewhere classified",0.004942827715309545,HP:0001627,Abnormal heart morphology
C0376356,Premenstrual Tension,premenstrual tension,0.0023826974025321383,HP:0000858,Menstrual irregularities
C2921027,adult onset fluency disorder,stuttering,0.01618051609035045,,
C0029759,"Other specified anomalies of muscle, tendon, fascia, and connective tissue"," specified anomalies of muscle, tendon, fascia, and connective tissue",0.001372565279691846,HP:0001771,Achilles tendon contracture
C0040558,Toxoplasmosis,toxoplasmosis,0.0022636084161539722,HP:0010978,Abnormality of immune system physiology
C0029753,Other specified cerebral degenerations in childhood, specified cerebral degenerations in ,0.02048085631764601,HP:0007313,Cerebral degeneration
C0374995,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes"," specified bacterial infections in conditions classified elsewhere and of  site,  anaerobes",0.0021885349986902358,,
C0374996,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"," specified bacterial infections in conditions classified elsewhere and of  site,  gram-negative organisms",0.001707625619650031,HP:0005420,Recurrent gram-negative bacterial infections
C0374991,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus","staphylococcus infection in conditions classified elsewhere and of  site,  staphylococcus",0.0013401998706951937,HP:0002719,Recurrent infections
C0374990,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site,methicillin susceptible staphylococcus aureus in conditions classified elsewhere and of  site,0.0020643182526295855,,
C0025958,Microcephaly,microcephaly,0.013608465246045656,HP:0000252,Microcephaly
C0154668,Other cerebral degeneration, cerebral degeneration,0.0023117115744427145,HP:0007313,Cerebral degeneration
C0154667,Unspecified cerebral degeneration in childhood, cerebral degeneration in ,0.005026787535504538,HP:0007313,Cerebral degeneration
C0271375,Fourth cranial nerve paresis,,0.002816081610092267,HP:0007011,Fourth cranial nerve palsy
C0265554,Ectrodactyly,,0.0010745130474648663,HP:0100257,Ectrodactyly
C0260707,Other cardiorespiratory problems, cardiorespiratory problems,0.0011976289382531044,HP:0011804,Abnormality of muscle physiology
C0265553,Polysyndactyly,polysyndactyly,0.0011433633043443534,,
C0175999,Post-inflammatory pulmonary fibrosis,post-inflammatory pulmonary fibrosis,0.001035445199591434,HP:0002099,Asthma
C1096624,Periumbilical pain,periumbilical pain,0.0020251628774752093,,
C0154808,Retinal detachment with retinal defect,retinal detachment ,0.0023145260809471725,HP:0000541,Retinal detachment
C0332815,Nonvenomous insect bite,nonvenomous insect bite,0.002544568971141671,,
C0375006,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta,chronic viral hepatitis b ,0.0010358821363285844,HP:0006562,Viral hepatitis
C0154713,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy"," epilepsy, ",0.01597726849964179,HP:0001250,Seizures
C0154712,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.0038218601261473264,,
C0154710,"Generalized convulsive epilepsy, with intractable epilepsy","generalized convulsive epilepsy, ",0.01452595882021078,HP:0002197,Generalized seizures
C0040485,Torticollis,,0.012300754812545884,HP:0000473,Torticollis
C0154716,"Infantile spasms, with intractable epilepsy"," spasms, ",0.004933398562239395,HP:0004305,Involuntary movements
C0154247,Other disturbances of straight-chain amino-acid metabolism, disturbances of straight-chain amino-acid metabolism,0.008740755992070227,,
C0154714,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.013855804787809737,,
C0154719,"Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy"," forms of epilepsy and recurrent seizures, ",0.00764947532617369,HP:0002197,Generalized seizures
C0007570,Celiac Disease,,0.005663158740791864,HP:0012538,Gluten intolerance
C0158925,Other cranial and peripheral nerve injuries due to birth trauma, cranial and peripheral nerve injuries due to birth trauma,0.0015561958171177383,HP:0000759,Abnormal peripheral nervous system morphology
C0014065,Congenital cerebral hernia,,0.00447848508681904,HP:0002084,Encephalocele
C2362836,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus"," forms of migraine, ",0.001747126137081216,HP:0002076,Migraine
C0424605,Developmental delay (disorder),developmental delay (disorder),0.048443644254772364,HP:0001263,Global developmental delay
C0159039,Spontaneous bruising,spontaneous bruising,0.0012999255082845748,HP:0000978,Bruising susceptibility
C0030252,Palpitations,,0.00378791173828233,HP:0001962,Palpitations
C0149526,Allergic urticaria,allergic urticaria,0.003091313646814272,HP:0001025,Urticaria
C0149523,Acute cystitis,acute cystitis,0.0026565166901262507,HP:0012786,Recurrent cystitis
C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.009047279192364725,HP:0000708,Behavioral abnormality
C0011168,Deglutition Disorders,,0.02720537355491307,HP:0002015,Dysphagia
C0041970,Urethral fistula,,0.004102722697402284,HP:0010480,Urethral fistula
C0549423,Obstructive Hydrocephalus,,0.029261924031531064,HP:0010953,Noncommunicating hydrocephalus
C0340629,Aortic aneurysm without mention of rupture NOS,aortic aneurysm ,0.005841908061465133,HP:0004942,Aortic aneurysm
C0041974,Urethral Stricture,,0.002327988717103879,HP:0012227,Urethral stricture
C0041207,"Truncus Arteriosus, Persistent","truncus arteriosus, persistent",0.0021719872122303125,HP:0001660,Truncus arteriosus
C0155823,Other polyp of sinus, polyp of sinus,0.0015606793260218629,HP:0011793,Neoplasm by anatomical site
C0155537,Impaired auditory discrimination,impaired auditory discrimination,0.013056598438683323,HP:0000364,Hearing abnormality
C0155829,Enlargement of tonsil or adenoid,enlargement of tonsil or adenoid,0.03718087397321915,HP:3000033,Abnormality of nasopharyngeal adenoids
C0546826,Dermatophytosis of the body,dermatophytosis of the body,0.002405178616790946,,
C0001339,Acute pancreatitis,,0.003371760163350102,HP:0001735,Acute pancreatitis
C0016167,Anal Fissure,,0.0011996801181731363,HP:0012390,Anal fissure
C0157917,Pauciarticular juvenile rheumatoid arthritis,pauciarticular juvenile rheumatoid arthritis,0.0039640085798063615,HP:0005681,Juvenile rheumatoid arthritis
C1719405,Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, (focal) () epilepsy and epileptic syndromes ,0.0018882284368611259,,
C0004691,Balanoposthitis,balanoposthitis,0.0031192551410849025,HP:0030683,Vaginitis
C0348737,Other ulcerative colitis, ulcerative colitis,0.0012015999525332923,HP:0100279,Ulcerative colitis
C0157701,Cellulitis and abscess of buttock,cellulitis and abscess of buttock,0.0014286564431887792,HP:0010771,Pilonidal abscess
C0157702,"Cellulitis and abscess of leg, except foot","cellulitis and abscess of leg, except foot",0.007464623452226819,HP:0002719,Recurrent infections
C0005586,Bipolar Disorder,,0.014548299026174463,HP:0007302,Bipolar affective disorder
C0272126,Evans syndrome,evans syndrome,0.0024867479588114223,,
C0836917,Subdural and cerebral hemorrhage due to birth trauma,subdural and cerebral hemorrhage due to birth trauma,0.002317881284333575,HP:0012443,Abnormality of brain morphology
C0156092,Acute appendicitis with generalized peritonitis,acute appendicitis ,0.0021082241894161895,,
C0156093,Acute appendicitis with peritoneal abscess (disorder),acute appendicitis ,0.0025823557078136013,,
C0156094,Acute appendicitis without mention of peritonitis,acute appendicitis ,0.0018926610843244885,,
C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.031462647399857394,HP:0002719,Recurrent infections
C0158545,Microphthalmos associated with other anomalies of eye AND/OR adnexa,microphthalmos associated ,0.001998877180504437,HP:0000568,Microphthalmia
C0478058,Other specified congenital malformations of kidney,phenotypic abnormality of kidney,0.0069056008161804,HP:0000077,Abnormality of the kidney
C0014866,Esophageal Stenosis,,0.0010269858340973543,HP:0002043,Esophageal stricture
C0375777,Infection with microorganisms resistant to penicillins,infection ,0.0024031124433710285,HP:0002719,Recurrent infections
C0021933,Intussusception,,0.0011834710091699206,HP:0002576,Intussusception
C0014868,Esophagitis,,0.024305206336491702,HP:0100633,Esophagitis
C0014869,Peptic Esophagitis,peptic esophagitis,0.0025789766229896995,HP:0100633,Esophagitis
C1561874,"Circadian rhythm sleep disorder, irregular sleep wake type","circadian rhythm sleep disorder, irregular sleep wake type",0.0012005385842324004,,
C0156274,Other functional disorder of bladder, functional disorder of bladder,0.0012005204728987133,HP:0000009,Functional abnormality of the bladder
C0033677,Protein-Energy Malnutrition,protein-energy malnutrition,0.004612723364510222,HP:0001939,Abnormality of metabolism/homeostasis
C0156273,Bladder Diverticulum,,0.0012489006274856262,HP:0000015,Bladder diverticulum
C0375489,Other dyschromia, dyschromia,0.004220056151285228,HP:0011121,Abnormality of skin morphology
C0375487,"Contact dermatitis and other eczema, unspecified cause","contact dermatitis and  eczema,  cause",0.009635571457560579,HP:0001047,Atopic dermatitis
C0017168,Gastroesophageal reflux disease,,0.08997830015585606,HP:0002020,Gastroesophageal reflux
C0033816,Pseudomonas infection in conditions classified elsewhere and of unspecified site,pseudomonas infection in conditions classified elsewhere and of  site,0.001539243191786037,,
C0158497,Adolescent postural kyphosis,adolescent postural kyphosis,0.0014193408087042644,,
C0158490,Acquired equinus deformity of foot,acquired equinus deformity of foot,0.001449449415234679,HP:0001762,Talipes equinovarus
C0158493,Acquired cavovarus deformity of foot,acquired cavovarus deformity of foot,0.0029659805754883024,,
C0027498,Nausea and vomiting,,0.008713003764622883,HP:0002017,Nausea and vomiting
C0013069,Double Outlet Right Ventricle,,0.007407983836792292,HP:0001719,Double outlet right ventricle
C0022650,Kidney Calculi,kidney calculi,0.006440685630170637,HP:0000787,Nephrolithiasis
C0155336,Esotropia with accommodative compensation,esotropia ,0.009049910342193362,HP:0000565,Esotropia
C0029434,Osteogenesis Imperfecta,osteogenesis imperfecta,0.011701718973906481,HP:0000924,Abnormality of the skeletal system
C0432068,"Congenital musculoskeletal deformities of skull, face, and jaw",abnormality of the head,0.03854959318434246,HP:0000234,Abnormality of the head
C0338893,"Major depressive affective disorder, recurrent episode, in partial or unspecified remission","major depressive affective disorder, re, ",0.0013414752369848976,HP:0000716,Depression
C0158728,Other congenital valgus deformities of feet, congenital valgus deformities of feet,0.00136290127841705,,
C0158729,Other congenital deformities of feet, congenital deformities of feet,0.002211171075140661,HP:0001760,Abnormality of the foot
C0158720,Congenital bowing of tibia and/or fibula,congenital bowing of tibia and/or fibula,0.0014992573986210066,,
C0158725,Other congenital varus deformities of feet, congenital varus deformities of feet,0.0024920526145272917,,
C0521648,Neonatal respiratory failure,neonatal respiratory failure,0.0021021084221648787,HP:0002093,Respiratory insufficiency
C0375554,Other urinary incontinence, urinary incontinence,0.0025707102498597366,HP:0000020,Urinary incontinence
C0375555,"Abdominal pain, other specified site","abdominal pain,  specified site",0.001924414793028567,HP:0002027,Abdominal pain
C0375552,Post void dribbling,post void dribbling,0.001006272024750523,,
C0476232,Jaundice (not of newborn),jaundice (not of newborn),0.0019119100589256252,HP:0006579,Prolonged neonatal jaundice
C0949135,Other constipation, constipation,0.0053970581310045,HP:0002019,Constipation
C1384666,hearing impairment,,0.06486888375979884,HP:0000365,Hearing impairment
C0011991,Diarrhea,,0.013283752696426523,HP:0002014,Diarrhea
C0260398,Need for desensitization to allergens,need for desensitization to allergens,0.0010943981453817237,HP:0100326,Immunologic hypersensitivity
C0085584,Encephalopathies,,0.02265790321508242,HP:0001298,Encephalopathy
C0085580,Essential Hypertension,essential hypertension,0.013764690243169526,HP:0000822,Hypertension
C0260395,Unspecified combined vaccine, combined vaccine,0.0027736031551948547,HP:0005368,Abnormality of humoral immunity
C0026848,Myopathy,,0.0025051782944351835,HP:0003198,Myopathy
C2745960,Neonatal obstruction of nasolacrimal duct,neonatal obstruction of nasolacrimal duct,0.002548029985697915,HP:0000579,Nasolacrimal duct obstruction
C0868777,Persistent disorder of initiating or maintaining sleep,persistent disorder of initiating or maintaining sleep,0.004493508536310113,HP:0002360,Sleep disturbance
C0085639,Falls,,0.005972813337360782,HP:0002527,Falls
C0869423,"Mineral deficiency, NEC in ICD9CM_2014","mineral deficiency,",0.0011840014701781337,,
C0009806,Constipation,,0.11511830845128532,HP:0002019,Constipation
C0029748,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"," specified bacterial infections in conditions classified elsewhere and of  site,  specified bacteria",0.0010523385220960843,,
C0011757,Developmental Coordination Disorder,motor delay,0.07037919826342935,HP:0001270,Motor delay
C0038436,Post-Traumatic Stress Disorder,post-traumatic stress disorder,0.01157396287578427,,
C0029741,Other specified disorders of muscle, specified disorders of muscle,0.0021592810008803326,HP:0003011,Abnormality of the musculature
C0158155,Effusion of lower leg joint,effusion of lower leg joint,0.0021463128077526226,HP:0100491,Abnormality of lower limb joint
C0375162,"Schizo-affective type schizophrenia, unspecified state"," schizophrenia,  state",0.006898529987963731,,
C0029745,Other specified aplastic anemias, specified aplastic anemias,0.0025066488729231368,HP:0012130,Abnormality of cells of the erythroid lineage
C0158156,Joint effusion of ankle AND/OR foot,joint effusion of ankle and/or foot,0.0010066134812660125,,
C0040761,Transposition of Great Vessels,transposition of great vessels,0.005620925806949908,HP:0001669,Transposition of the great arteries
C0020474,"Hyperlipidemia, Familial Combined",,0.0012728587057262459,HP:0008158,Hyperapobetalipoproteinemia
C0154125,Neoplasm of uncertain behavior of soft tissues,neoplasm of uncertain behavior of soft tissues,0.0011714224666353934,HP:0011793,Neoplasm by anatomical site
C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.06671857121670839,HP:0001263,Global developmental delay
C0878708,Other abnormality of red blood cells, abnormality of red blood cells,0.0012375758466606419,HP:0001877,Abnormality of erythrocytes
C0003132,Anoxic Encephalopathy,anoxic encephalopathy,0.0036261991208485413,HP:0012638,Abnormality of nervous system physiology
C0023654,Lichenification and lichen simplex chronicus,lichenification and lichen simplex chronicus,0.001736070173758563,,
C0149846,Achilles bursitis,achilles bursitis,0.002443435847112926,,
C0677061,Pain in thoracic spine,pain in thoracic spine,0.0012860484452424676,HP:0100749,Chest pain
C0024207,"Lymphadenitis, unspecified, except mesenteric","lymphadenitis, , except mesenteric",0.0013919904683681013,,
C0221002,"Hyperparathyroidism, Primary",,0.0011743284184127201,HP:0008200,Primary hyperparathyroidism
C0012711,Disorders of bilirubin excretion,disorders of bilirubin excretion,0.001198572653374041,HP:0001939,Abnormality of metabolism/homeostasis
C0154724,Cerebral cyst,cerebral cyst,0.006190333570876679,HP:0010576,Intracranial cystic lesion
C0154722,"Epilepsy, unspecified, with intractable epilepsy","epilepsy, , ",0.012813406586243109,HP:0001250,Seizures
C0154720,"Other forms of epilepsy and recurrent seizures, with intractable epilepsy"," forms of epilepsy and recurrent seizures, ",0.005241184668559727,HP:0002197,Generalized seizures
C0154721,"Epilepsy, unspecified, without mention of intractable epilepsy","epilepsy, , ",0.07703626160290003,HP:0001250,Seizures
C0270148,Perinatal cyanotic attacks,perinatal cyanotic attacks,0.0017673471582134517,,
C0004063,Assault,assault,0.0013099484623196002,,
C0158936,Interstitial emphysema and related conditions,interstitial emphysema and related conditions,0.0013124536236653538,,
C0158935,Congenital pneumonia,congenital pneumonia,0.0010813767475858374,,
C0158931,"Severe birth asphyxia, APGAR 0-3","severe birth asphyxia, apgar 0-3",0.0023916154416152337,,
C0149530,Congenital heart block,congenital heart block,0.005168239064758016,HP:0001627,Abnormal heart morphology
C0265618,Reduction deformity of lower limb,reduction deformity of lower limb,0.0037480789419888348,HP:0002814,Abnormality of the lower limb
C0004998,Benign neoplasm of skin,benign neoplasm of skin,0.001982920158047274,HP:0008069,Neoplasm of the skin
C0159045,"Swelling, mass, or lump in head and neck","swelling, mass, or lump in head and neck",0.0032781237370165615,,
C0159047,Symbolic dysfunction,impaired social interactions,0.5042121991641739,HP:0000735,Impaired social interactions
C0004991,Benign neoplasm of colon,benign neoplasm of colon,0.0011235821827355855,HP:0100273,Neoplasm of the colon
C0159043,"Other symptoms concerning nutrition, metabolism, and development"," symptoms concerning nutrition, metabolism, and development",0.0031290120884200977,HP:0000708,Behavioral abnormality
C0431320,Thoracic spina bifida with hydrocephalus,thoracic spina bifida ,0.003291012070402619,,
C0011175,Dehydration,,0.0083381847852161,HP:0001944,Dehydration
C0040588,Tracheoesophageal Fistula,,0.0014631574786788748,HP:0002575,Tracheoesophageal fistula
C0155834,Other chronic diseases of tonsils and adenoids, chronic diseases of tonsils and adenoids,0.0032179128760494004,HP:3000033,Abnormality of nasopharyngeal adenoids
C0020302,Hydrophthalmos,,0.0024525366410281368,HP:0001087,Congenital glaucoma
C0155527,"Other disorders of ear, other"," disorders of ear, ",0.0018641473471451887,HP:0000598,Abnormality of the ear
C0008698,Chronic maxillary sinusitis,chronic maxillary sinusitis,0.007507790842498773,HP:0430028,Hyperplasia of the maxilla
C0153960,Benign neoplasm of bones of skull and face,benign neoplasm of bones of skull and face,0.0013485155302590634,,
C0010623,Cyst and pseudocyst of pancreas,cyst and pseudocyst of pancreas,0.0037928912419765027,,
C0153967,Benign neoplasm of short bones of lower limb,benign neoplasm of short bones of lower limb,0.0010062711525129259,HP:0011793,Neoplasm by anatomical site
C0153966,Benign neoplasm of long bones of lower limb,benign neoplasm of long bones of lower limb,0.0023528188125436903,HP:0011793,Neoplasm by anatomical site
C0152166,Pancreatic steatorrhea,pancreatic steatorrhea,0.003801456416643764,,
C0152165,Persistent vomiting,persistent vomiting,0.00628728483172629,,
C0549567,Pigmentation Disorders,pigmentation disorders,0.003564887663286526,HP:0001000,Abnormality of skin pigmentation
C0152169,Renal Colic,renal colic,0.0014503866754497926,,
C0152189,Stimulus deprivation amblyopia,stimulus deprivation amblyopia,0.005698826442548974,,
C0553977,Acute and subacute bacterial endocarditis,acute and subacute bacterial endocarditis,0.0010854294372878452,HP:0006689,Bacterial endocarditis
C0152183,Explosive personality disorder,explosive personality disorder,0.0011612600539602882,HP:0012075,Personality disorder
C0152187,Amblyopia ex anopsia,amblyopia ex anopsia,0.0012005204728987133,,
C0752295,Confusional Arousals,confusional arousals,0.0010002254793393052,,
C0238551,Left lower quadrant pain,left lower quadrant pain,0.0021384838416802555,,
C0022823,Acquired postural kyphosis,acquired postural kyphosis,0.012859767966723239,HP:0002808,Kyphosis
C0022820,Kyphoscoliosis and scoliosis,kyphoscoliosis and scoliosis,0.0018155525105646613,HP:0002650,Scoliosis
C0272153,Neonatal polycythemia,neonatal polycythemia,0.0010974734987187608,,
C0024796,Marfan Syndrome,marfan syndrome,0.002798661914771831,,
C0156081,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage"," gastritis and gastroduodenitis, ",0.002540075341546915,HP:0005263,Gastritis
C0156083,"Duodenitis, without mention of haemorrhage","duodenitis, ",0.0021203618794396065,HP:0100633,Esophagitis
C0920296,Developmental reading disorder,developmental reading disorder,0.012638361056917112,,
C2315800,Oral phase dysphagia,oral phase dysphagia,0.0025310933434944563,,
C0008031,Chest Pain,,0.01162094296797514,HP:0100749,Chest pain
C0014877,Esotropia,,0.024880337232987368,HP:0000565,Esotropia
C0549397,Deviated nasal septum,,0.0016653981134019558,HP:0004411,Deviated nasal septum
C1561849,Insomnia due to medical condition classified elsewhere,insomnia due to medical condition classified elsewhere,0.001577958537669893,,
C0343642,"Viral warts, unspecified","viral warts, ",0.004690296918459198,HP:0200043,Verrucae
C0728950,Vomiting alone,vomiting alone,0.024278681574992512,HP:0002013,Vomiting
C0152212,Intermittent alternating esotropia,intermittent alternating esotropia,0.006326977295622042,HP:0001137,Alternating esotropia
C1456201,Anomalies of tooth position of fully erupted teeth,anomalies of tooth position of fully erupted teeth,0.003398906949095074,,
C0152216,Esophoria,esophoria,0.0017142283911823098,,
C0152217,Exophoria,exophoria,0.0025313743917237054,,
C0042870,Vitamin D Deficiency,,0.003434897435566588,HP:0100512,Vitamin D deficiency
C0015409,"Eye Injuries, Penetrating","eye injuries, penetrating",0.001010849534126253,,
C0002418,Amblyopia,,0.00271694274451448,HP:0000646,Amblyopia
C0158485,Acquired genu varum,acquired genu varum,0.0013441614394376549,HP:0002970,Genu varum
C0158484,Acquired genu valgum,acquired genu valgum,0.0014533497162786712,HP:0002857,Genu valgum
C1955733,"Peripheral T cell lymphoma, lymph nodes of inguinal region and lower limb","peripheral t cell lymphoma, lymph nodes of inguinal region and lower limb",0.0011996801181731363,,
C0158480,Acquired coxa valga,acquired coxa valga,0.0025311137146779815,HP:0002673,Coxa valga
C0701146,"Specified congenital anomalies of anterior chamber, chamber angle, and related structures","specified congenital anomalies of anterior chamber, chamber angle, and related structures",0.001028227682354658,,
C0158489,Acquired clubfoot,acquired clubfoot,0.013162015169254412,HP:0001762,Talipes equinovarus
C0158488,Other acquired deformities of ankle and foot, acquired deformities of ankle and foot,0.004220817231827056,,
C0013720,Ehlers-Danlos Syndrome,ehlers-danlos syndrome,0.005136292645205753,,
C0410740,Acquired deformity of finger,,0.0013138107503961275,HP:0004097,Deviation of finger
C0012236,DiGeorge Syndrome,digeorge syndrome,0.004173518885914347,HP:0040064,Abnormality of limbs
C1282912,"Juvenile osteochondrosis of lower extremity, excluding foot","juvenile osteochondrosis of lower extremity, excluding foot",0.002325153765445247,,
C1306246,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.04191133334209131,,
C1961111,Tremor NEC in ICD9CM_2014,tremor,0.0015747737681352865,HP:0001337,Tremor
C0338886,"Major depressive affective disorder, single episode, in partial or unspecified remission","major depressive affective disorder, , ",0.011237448834375573,HP:0000716,Depression
C0153633,Malignant neoplasm of brain,malignant neoplasm of brain,0.004444790904805233,HP:0030692,Brain neoplasm
C0034931,Reflex Sympathetic Dystrophy,reflex sympathetic dystrophy,0.002137693513748061,HP:0011804,Abnormality of muscle physiology
C0153635,malignant neoplasm of frontal lobe,malignant neoplasm of frontal lobe,0.001013304877459026,HP:0010797,Hemangioblastoma
C0153634,Malignant neoplasm of cerebrum (excluding lobes and ventricles),malignant neoplasm of cerebrum (excluding lobes and ventricles),0.004391315672308302,,
C0271411,Referred otalgia,referred otalgia,0.004096623425026851,HP:0002315,Headache
C0153638,Malignant neoplasm of occipital lobe,malignant neoplasm of occipital lobe,0.002048217072557427,,
C0158736,Syndactyly of fingers with fusion of bones,,0.0011240519797278347,HP:0010492,Osseous finger syndactyly
C0158730,Other specified nonteratogenic anomalies, specified nonteratogenic anomalies,0.002057165924368011,,
C0158733,Hand polydactyly,,0.005416256012802223,HP:0001161,Hand polydactyly
C0265973,Vascular hamartoma of skin,vascular hamartoma of skin,0.008266265995798444,,
C2349442,"Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus","variants of migraine, not elsewhere classified, ",0.0015637800212211766,,
C0375549,Other specified retention of urine, specified retention of urine,0.001237153930415843,,
C0264156,Acquired unequal leg length,acquired unequal leg length,0.01188884483548364,,
C0264150,Acquired deformity of ankle AND/OR foot,acquired deformity of ankle and/or foot,0.0013327441208949168,,
C0342115,Non-toxic uninodular goiter,non-toxic uninodular goiter,0.0019031371585764626,,
C0035086,Renal Osteodystrophy,renal osteodystrophy,0.002706431709064123,HP:0011277,Abnormality of the urinary system physiology
C0018800,Cardiomegaly,,0.011289927879382154,HP:0001640,Cardiomegaly
