cui,cui_name,curated_name,hpo,hpo_name,hpo_prob
C1719389,acute pain due to trauma,acute pain due to trauma,,,1.0
C0343047,Complement component 5 deficiency,complement component 5 deficiency,,,1.0
C0152256,Disuse osteoporosis,disuse osteoporosis,HP:0011843,Abnormality of skeletal physiology,0.5958804488182068
C0152251,Toxic erythema,toxic erythema,,,1.0
C0152253,Posterior synechiae,,HP:0011484,Posterior synechiae of the anterior chamber,1.0
C0348098,Other viral enteritis, viral enteritis,HP:0002242,Abnormality of the intestine,0.7103001475334167
C1719651,Tumour marker abnormal,tumour marker abnormal,HP:0002664,Neoplasm,0.599927544593811
C0160245,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",subdural hemorrhage following injury ,HP:0100309,Subdural hemorrhage,0.9864845871925354
C0022602,Actinic keratosis,actinic keratosis,HP:0011368,Epidermal thickening,0.8736699223518372
C0001539,Adjustment disorder with depressed mood,adjustment disorder ,HP:0000708,Behavioral abnormality,0.6342336535453796
C0160427,Injury to kidney with open wound into cavity,injury to kidney ,HP:0001919,Acute kidney injury,0.8742104768753052
C0153785,"Hodgkin's disease of lymph nodes of head, face AND/OR neck","hodgkin's disease of lymph nodes of head, face and/or neck",HP:0011354,Generalized abnormality of skin,0.5079999566078186
C0016667,Fragile X Syndrome,fragile x syndrome,,,1.0
C0016665,"Fractures, Ununited","fractures, ununited",HP:0002757,Recurrent fractures,0.8328790664672852
C0016663,Pathological fracture,,HP:0002756,Pathologic fracture,1.0
C0012569,Diplopia,,HP:0000651,Diplopia,1.0
C0029557,Other congenital deformity of hip (joint), congenital deformity of hip (joint),HP:0001384,Abnormality of the hip joint,0.6995437741279602
C0029554,"Other anomalies of gallbladder, bile ducts, and liver"," anomalies of gallbladder, bile ducts, and liver",HP:0005264,Abnormality of the gallbladder,0.6962987780570984
C0029552,Other congenital anomalies of anterior segment, congenital anomalies of anterior segment,HP:0004328,Abnormality of the anterior segment of the globe,0.5537259578704834
C0029553,"Other anomalies of cervix, vagina, and external female genitalia"," anomalies of cervix, vagina, and external female genitalia",HP:0000032,Abnormality of male external genitalia,0.5477511882781982
C0029550,Other conditions due to sex chromosome anomalies, conditions due to sex chromosome anomalies,HP:0011017,Abnormality of cell physiology,0.5027087330818176
C0029551,Other conditions of brain, conditions of brain,HP:0012638,Abnormality of nervous system physiology,0.5446611642837524
C0158065,"Internal derangement of knee, other","internal derangement of knee, ",,,1.0
C0393939,Neuromuscular Junction Toxic Disorders,neuromuscular junction toxic disorders,HP:0003398,Abnormal synaptic transmission at the neuromuscular junction,0.5463361740112305
C0158061,Derangement of posterior horn of lateral meniscus,derangement of posterior horn of lateral meniscus,HP:0006802,Abnormal anterior horn cell morphology,0.6257113814353943
C0158060,Derangement of anterior horn of lateral meniscus,derangement of anterior horn of lateral meniscus,HP:0006802,Abnormal anterior horn cell morphology,0.9747413992881775
C0029559,Other osteodystrophies, osteodystrophies,,,1.0
C0153312,Toxoplasmosis of other specified sites,toxoplasmosis of  specified sites,,,1.0
C0009677,Congenital macroglossia,congenital macroglossia,,,1.0
C0856761,Budd-Chiari Syndrome,,HP:0002639,Budd-Chiari syndrome,1.0
C2712707,Voice and resonance disorders,voice and resonance disorders,,,1.0
C0344304,Generalized abdominal pain,generalized abdominal pain,,,1.0
C0029730,"Rheumatic heart disease, other and unspecified","rheumatic heart disease,  and ",,,1.0
C0029737,Other shock without mention of trauma, shock ,HP:0030149,Cardiogenic shock,0.99817955493927
C0029734,Other scleritis and episcleritis, scleritis and episcleritis,HP:0100534,Episcleritis,0.7649049758911133
C0432340,Specified anomalies of hair,specified anomalies of hair,HP:0001595,Abnormality of the hair,0.5962352752685547
C0838226,"Pain in a joint, pelvic region and thigh","pain in a joint, pelvic region and thigh",,,1.0
C0838227,Pain in joint involving lower leg,pain in joint involving lower leg,HP:0001376,Limitation of joint mobility,0.9719606041908264
C0838224,Pain in joint involving forearm,pain in joint involving forearm,HP:0009810,Abnormality of upper limb joint,0.5928946137428284
C0838222,Pain in joint involving shoulder region,pain in joint involving shoulder region,HP:0001376,Limitation of joint mobility,0.7911549210548401
C0838223,Pain in joint involving upper arm,pain in joint involving upper arm,HP:0009810,Abnormality of upper limb joint,0.638645350933075
C0018800,Cardiomegaly,,HP:0001640,Cardiomegaly,1.0
C0029593,Other disorders of neurohypophysis, disorders of neurohypophysis,HP:0012443,Abnormality of brain morphology,0.6861642003059387
C0023066,Laryngismus,,HP:0006511,Laryngeal stridor,1.0
C1455968,Contact with or exposure to varicella,contact ,,,1.0
C0375267,Other pulmonary embolism and infarction, pulmonary embolism and infarction,HP:0002204,Pulmonary embolism,0.9928308129310608
C0375268,Acute endocarditis,acute endocarditis,HP:0100584,Endocarditis,0.8814308047294617
C0155907,Spontaneous tension pneumothorax,spontaneous tension pneumothorax,HP:0002088,Abnormality of the lung,0.6208924055099487
C0154573,Other specific disorders of sleep of nonorganic origin, specific disorders of sleep of nonorganic origin,HP:0002360,Sleep disturbance,0.864365816116333
C0154571,Other dysfunctions of sleep stages or arousal from sleep, dysfunctions of sleep stages or arousal from sleep,HP:0002360,Sleep disturbance,0.7838514447212219
C0155906,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis",pleurisy ,HP:0002102,Pleuritis,0.9975894689559937
C0154575,Rumination Disorders,rumination disorders,HP:0012718,Morphological abnormality of the gastrointestinal tract,0.5271826982498169
C0158285,Unspecified musculoskeletal disorders and symptoms referable to neck, musculoskeletal disorders and symptoms referable to neck,HP:0000464,Abnormality of the neck,0.9684375524520874
C0154579,Predominant disturbance of consciousness,predominant disturbance of consciousness,HP:0004372,Reduced consciousness/confusion,0.9316723942756653
C0154578,Predominant disturbance of emotions,predominant disturbance of emotions,HP:0100851,Abnormal emotion/affect behavior,0.5659666061401367
C0155900,Pneumonitis due to other solids and liquids,pneumonitis due to  solids and liquids,HP:0004370,Abnormality of temperature regulation,0.7622601389884949
C0155956,Atrophy of salivary gland,atrophy of salivary gland,,,1.0
C0155957,Abscess of salivary gland,abscess of salivary gland,,,1.0
C0155954,Inflammatory conditions of jaws,inflammatory conditions of jaws,HP:0000277,Abnormality of the mandible,0.847298800945282
C0155952,Retained dental root,retained dental root,,,1.0
C0158287,Spinal stenosis of thoracic region,spinal stenosis of thoracic region,,,1.0
C0477891,"Fetus and newborn affected by other malpresentation, malposition and disproportion during labor and delivery","fetus and newborn affected by  malpresentation, malposition and disproportion during labor and delivery",HP:0001197,Abnormality of prenatal development or birth,0.6022427082061768
C0155674,Other diseases of pulmonary circulation, diseases of pulmonary circulation,HP:0002088,Abnormality of the lung,0.8263295292854309
C0155958,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue","diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",HP:0000163,Abnormality of the oral cavity,0.6191124320030212
C0155959,Cyst of oral soft tissue,cyst of oral soft tissue,,,1.0
C2004487,Vaginospasm,,HP:0030017,Vaginismus,1.0
C0278061,Abnormal mental state,abnormal mental state,HP:0012638,Abnormality of nervous system physiology,0.6417090892791748
C0154275,Selective immunoglobulin M deficiency,selective immunoglobulin m deficiency,,,1.0
C0154276,Other selective immunoglobulin deficiencies, selective immunoglobulin deficiencies,HP:0003460,Total immunoglobulin A deficiency,0.5165271162986755
C0392440,Acquired acanthosis nigricans,acquired acanthosis nigricans,HP:0000956,Acanthosis nigricans,0.8314995169639587
C0036400,Scimitar Syndrome,,HP:0005160,Total anomalous pulmonary venous return,1.0
C0475534,Anemia in neoplastic disease,anemia in neoplastic disease,HP:0001871,Abnormality of blood and blood-forming tissues,0.5328342914581299
C0034668,Forcible intercourse,forcible intercourse,HP:0012243,Abnormal genital system morphology,0.5059993267059326
C0869300,"Other joint derangement, NEC, involving forearm in MTHICD9_2014"," joint derangement, nec, involving forearm in mthicd9_2014",HP:0100492,Joint contractures involving the joints of the feet,0.6311910152435303
C0030326,Panniculitis,,HP:0012490,Panniculitis,1.0
C0576995,Bleeding of pharynx,bleeding of pharynx,HP:0000600,Abnormality of the pharynx,0.5049476027488708
C0158971,Neonatal jaundice associated with preterm delivery,neonatal jaundice associated ,HP:0006579,Prolonged neonatal jaundice,0.9982970356941223
C1719461,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease","hypertensive chronic kidney disease, malignant, ",,,1.0
C0266313,Allanson Pantzar McLeod syndrome,,HP:0008660,Renotubular dysgenesis,1.0
C0038054,"Sprue, Tropical","sprue, tropical",,,1.0
C1367972,Phlebitis and thrombophlebitis,phlebitis and thrombophlebitis,HP:0004419,Recurrent thrombophlebitis,0.563125491142273
C0162301,Calculus in urethra,calculus in urethra,HP:0000795,Abnormality of the urethra,0.5504536032676697
C0015645,Fasciitis,,HP:0100537,Fasciitis,1.0
C0155047,"Unqualified visual loss, both eyes","unqualified visual loss, both eyes",,,1.0
C0014511,Epithelial cyst,,HP:0200040,Epidermoid cyst,1.0
C0273433,Crushing injury of neck,crushing injury of neck,HP:0000464,Abnormality of the neck,0.600134551525116
C0276156,Adenoviral pneumonia,adenoviral pneumonia,,,1.0
C0037317,Sleep disturbances,,HP:0002360,Sleep disturbance,1.0
C0037315,Sleep Apnea Syndromes,,HP:0010535,Sleep apnea,1.0
C0085614,First degree atrioventricular block,,HP:0011705,First degree atrioventricular block,1.0
C0398650,Immune thrombocytopenic purpura,immune thrombocytopenic purpura,HP:0001973,Autoimmune thrombocytopenia,0.9983432292938232
C0027430,Nasal Polyps,,HP:0100582,Nasal polyposis,1.0
C0034372,Quadriplegia,,HP:0002445,Tetraplegia,1.0
C0524528,Pervasive Development Disorder,pervasive development disorder,HP:0000729,Autistic behavior,0.8258323073387146
C0577712,Pressure ulcer of hip,pressure ulcer of hip,HP:0012399,Pressure ulcer,0.7057722210884094
C0577713,Pressure ulcer of ankle,pressure ulcer of ankle,,,1.0
C0577719,ulcer of calf,ulcer of calf,HP:0002242,Abnormality of the intestine,0.519115149974823
C0158124,Ankylosis of lower leg joint,ankylosis of lower leg joint,,,1.0
C0240310,Hypoplasia of the maxilla,,HP:0000327,Hypoplasia of the maxilla,1.0
C2937300,Congenital hereditary muscular dystrophy,congenital hereditary muscular dystrophy,HP:0003741,Congenital muscular dystrophy,0.97850102186203
C0029771,Other specified diseases of pancreas, specified diseases of pancreas,HP:0001732,Abnormality of the pancreas,0.9605493545532227
C1306306,Contracture of hip joint,contracture of hip joint,HP:0003273,Hip contracture,0.9999415874481201
C0154132,"Neoplasm of unspecified nature of bone, soft tissue, and skin","neoplasm of  nature of bone, soft tissue, and skin",HP:0008069,Neoplasm of the skin,0.6486496329307556
C0268329,Other and unspecified disorders of metabolism, and  disorders of metabolism,,,1.0
C1541850,Acquired arteriovenous aneurysm,acquired arteriovenous aneurysm,HP:0002617,Aneurysm,0.7291340827941895
C0476431,Abnormal Karyotype,abnormal karyotype,HP:0000078,Abnormality of the genital system,0.6353018879890442
C0032897,Prader-Willi Syndrome,prader-willi syndrome,HP:0001507,Growth abnormality,0.5630542635917664
C0002171,Alopecia Areata,,HP:0002229,Alopecia areata,1.0
C0002170,Alopecia,,HP:0001596,Alopecia,1.0
C0003123,Anorexia,,HP:0002039,Anorexia,1.0
C0040702,Transient Tic Disorder,transient tic disorder,HP:0100033,Tics,0.9778708219528198
C0154146,"Toxic nodular goiter, unspecified type, without mention of thyrotoxic crisis or storm","toxic nodular goiter,  type, ",HP:0011785,Thyrotoxicosis with toxic multinodular goitre,0.8764628171920776
C0154144,Toxic multinodular goiter without mention of thyrotoxic crisis or storm,toxic multinodular goiter ,HP:0011785,Thyrotoxicosis with toxic multinodular goitre,0.953769326210022
C0740331,Immunodeficiency with increased immunoglobulin M,immunodeficiency ,HP:0002721,Immunodeficiency,0.9947460889816284
C0026918,Mycobacterium Infections,mycobacterium infections,HP:0002718,Recurrent bacterial infections,0.5617973804473877
C0695252,Other malaise and fatigue, malaise and fatigue,,,1.0
C0695255,mechanical complication due to peritoneal dialysis catheter,mechanical complication due to peritoneal dialysis catheter,,,1.0
C0695257,Carrier or suspected carrier of other streptococcus,carrier or suspected carrier of  streptococcus,,,1.0
C0034494,Rabies (disorder),rabies (disorder),,,1.0
C0006277,Bronchitis,,HP:0012387,Bronchitis,1.0
C0868868,"Anomalies of foot, not elsewhere classified","anomalies of foot, not elsewhere classified",HP:0001760,Abnormality of the foot,0.5428692698478699
C0431614,Other specified anomalies of genital organs, specified anomalies of genital organs,HP:0000078,Abnormality of the genital system,0.9910195469856262
C0751362,Narcolepsy-Cataplexy Syndrome,narcolepsy-cataplexy syndrome,HP:0002524,Cataplexy,0.9031361937522888
C0155545,Tympanic membrane conductive hearing loss,tympanic membrane conductive hearing loss,HP:0000405,Conductive hearing impairment,0.9235028028488159
C0158312,Enthesopathy of hip region,enthesopathy of hip region,HP:0030043,Hip Subluxation,0.7185489535331726
C0155547,Inner ear conductive hearing loss,inner ear conductive hearing loss,HP:0000405,Conductive hearing impairment,0.9496028423309326
C0155546,Middle ear conductive hearing loss,middle ear conductive hearing loss,HP:0000405,Conductive hearing impairment,0.7666270732879639
C0155237,Acute dacryocystitis,acute dacryocystitis,HP:0000620,Dacrocystitis,0.7276553511619568
C0155540,Ear discharge,ear discharge,HP:0000598,Abnormality of the ear,0.6103540658950806
C0155542,Otogenic otalgia,otogenic otalgia,HP:0000359,Abnormality of the inner ear,0.8171698451042175
C0155548,Conductive hearing loss of combined types,conductive hearing loss of combined types,HP:0000405,Conductive hearing impairment,0.8815422654151917
C0020162,Humeral Fractures,humeral fractures,HP:0003063,Abnormality of the humerus,0.8073222637176514
C2874892,"Bipolar disorder, current episode mixed, moderate","bipolar disorder,  mixed, moderate",HP:0007302,Bipolar affective disorder,0.8550422787666321
C2874891,"Bipolar disorder, current episode mixed, mild","bipolar disorder,  mixed, mild",HP:0007302,Bipolar affective disorder,0.5593277215957642
C0019555,"Hip Dislocation, Congenital",,HP:0001385,Hip dysplasia,1.0
C0019554,Hip Dislocation,,HP:0002827,Hip dislocation,1.0
C0375093,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites","malignant mast cell tumors,  site, extranodal and solid organ sites",HP:0012539,Non-Hodgkin lymphoma,0.5110973715782166
C0375094,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"," malignant lymphomas,  site, extranodal and solid organ sites",HP:0012539,Non-Hodgkin lymphoma,0.5819339156150818
C0161462,"Injury to digital nerve, upper limb","injury to digital nerve, upper limb",HP:0000759,Abnormal peripheral nervous system morphology,0.9289846420288086
C0161467,Injury of sciatic nerve,injury of sciatic nerve,HP:0000759,Abnormal peripheral nervous system morphology,0.9956178665161133
C0024110,Lung Abscess,lung abscess,HP:0002088,Abnormality of the lung,0.7474721670150757
C0435570,Open supracondylar fracture of humerus,open supracondylar fracture of humerus,HP:0003063,Abnormality of the humerus,0.5360841155052185
C0160220,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",subarachnoid hemorrhage following injury ,HP:0002138,Subarachnoid hemorrhage,0.9359813332557678
C0160221,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",subarachnoid hemorrhage following injury ,HP:0002138,Subarachnoid hemorrhage,0.9359813332557678
C0160222,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",subarachnoid hemorrhage following injury ,HP:0002138,Subarachnoid hemorrhage,0.9359813332557678
C0033775,Pruritus Ani,pruritus ani,,,1.0
C0033774,Pruritus,,HP:0000989,Pruritus,1.0
C0008058,Chilblains,chilblains,,,1.0
C0162849,Lichen Nitidus,lichen nitidus,,,1.0
C0033770,Prune Belly Syndrome,,HP:0004392,Prune belly,1.0
C0563449,"Epispadias, male (disorder)",,HP:0000039,Epispadias,1.0
C0029534,Other cerebellar ataxia, cerebellar ataxia,HP:0001251,Ataxia,0.9974344372749329
C0029537,Other chest pain, chest pain,HP:0100749,Chest pain,0.9990100860595703
C1955521,Other ascites, ascites,HP:0001541,Ascites,0.9968492388725281
C0302401,"Injury, other and unspecified","injury,  and ",,,1.0
C0271510,Auditory recruitment,auditory recruitment,HP:0000598,Abnormality of the ear,0.7618013024330139
C1608262,"Immunodeficiency with predominant T-cell defect, unspecified",immunodeficiency ,HP:0002721,Immunodeficiency,0.9947460889816284
C0160916,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection"," and  superficial injury of , multiple, and  sites, ",HP:0011354,Generalized abnormality of skin,0.509616494178772
C0160912,"Blister of other, multiple, and unspecified sites, infected","blister of , multiple, and  sites, infected",,,1.0
C0160913,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, infected","insect bite, nonvenomous, of , multiple, and  sites, infected",,,1.0
C0160910,"Superficial injuries of other, multiple, and unspecified sites","superficial injuries of , multiple, and  sites",,,1.0
C0220704,Shprintzen syndrome,shprintzen syndrome,,,1.0
C0260768,Attention to other specified artificial opening,attention to  specified artificial opening,,,1.0
C0007644,Cellulitis and abscess of unspecified digit,cellulitis and abscess of  digit,,,1.0
C0007645,Cellulitis and abscess NOS (disorder),cellulitis and abscess nos (disorder),,,1.0
C0007643,Cellulitis and abscess of oral soft tissues,cellulitis and abscess of oral soft tissues,HP:0003549,Abnormality of connective tissue,0.6048520803451538
C0011057,"Hearing Loss, Sudden","hearing loss, sudden",HP:0000365,Hearing impairment,0.9597688317298889
C0020579,Hypervitaminosis A,hypervitaminosis a,HP:0001939,Abnormality of metabolism/homeostasis,0.8575372099876404
C0020578,Hyperventilation,,HP:0002883,Hyperventilation,1.0
C0020575,Hypertropia,hypertropia,HP:0000486,Strabismus,0.9270020127296448
C0157733,Abnormality of the hair,,HP:0001595,Abnormality of the hair,1.0
C0375242,Causalgia of lower limb,causalgia of lower limb,,,1.0
C0375240,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus","migraine, , ",HP:0002076,Migraine,0.9904733300209045
C0154551,Skin disorder arising from mental factors,skin disorder ,HP:0011354,Generalized abnormality of skin,0.8920453190803528
C0154557,Other genitourinary malfunction arising from mental factors, genitourinary malfunction ,HP:0000119,Abnormality of the genitourinary system,0.9991843104362488
C0154339,"Simple type schizophrenia, subchronic state","simple type schizophrenia, ",,,1.0
C0154338,Other persistent mental disorders due to conditions classified elsewhere, persistent mental disorders due to conditions classified elsewhere,,,1.0
C0154334,"Other specified transient mental disorders due to conditions classified elsewhere, other"," specified transient mental disorders due to conditions classified elsewhere, ",,,1.0
C0036420,Localized scleroderma,localized scleroderma,HP:0100324,Scleroderma,0.7640784382820129
C1278558,Crushed in between objects,crushed in between objects,,,1.0
C0546840,"Unspecified polyarthropathy or polyarthritis, multiple sites"," polyarthropathy or polyarthritis, multiple sites",,,1.0
C0339711,Legal blindness USA,legal blindness usa,,,1.0
C0155689,Isolated (Fiedler's) myocarditis,isolated (fiedler's) myocarditis,,,1.0
C0155938,"Dentofacial anomalies, including malocclusion","dentofacial anomalies, including malocclusion",,,1.0
C0155939,Dental arch relationship anomaly,dental arch relationship anomaly,,,1.0
C0155934,Acute apical periodontitis of pulpal origin,acute apical periodontitis of pulpal origin,,,1.0
C0155935,Other and unspecified diseases of pulp and periapical tissues, and  diseases of pulp and periapical tissues,HP:0000164,Abnormality of the teeth,0.5416519641876221
C0037889,Hereditary spherocytosis,hereditary spherocytosis,,,1.0
C0155937,Acute gingivitis,acute gingivitis,,,1.0
C0155930,Tooth Ankylosis,tooth ankylosis,,,1.0
C0155687,Acute myocarditis in diseases classified elsewhere,acute myocarditis in diseases classified elsewhere,HP:0001626,Abnormality of the cardiovascular system,0.5413994193077087
C0004610,Bacteremia,bacteremia,HP:0010978,Abnormality of immune system physiology,0.5321103930473328
C0036685,"Septicaemia due to gram-negative organism, unspecified","septicaemia due to gram-negative organism, ",HP:0005420,Recurrent gram-negative bacterial infections,0.6665220856666565
C0036689,Streptococcal sore throat,streptococcal sore throat,,,1.0
C0235904,"Megacolon, not Hirschsprung's","megacolon, not hirschsprung's",HP:0002251,Aganglionic megacolon,0.999349057674408
C0162674,Chronic progressive external ophthalmoplegia,,HP:0000590,Progressive external ophthalmoplegia,1.0
C0162678,Neurofibromatoses,,HP:0001067,Neurofibromas,1.0
C0155066,"Unqualified visual loss, one eye","unqualified visual loss, one eye",,,1.0
C0155519,Labyrinthine unilateral reactive loss,labyrinthine unilateral reactive loss,,,1.0
C0159906,"Fracture of one or more phalanges of foot, closed","fracture of one or more phalanges of foot, closed",,,1.0
C0159909,"Other, multiple and ill-defined fractures of lower limb, closed",", multiple and ill-defined fractures of lower limb, closed",HP:0002659,Increased susceptibility to fractures,0.6872729659080505
C0312413,Overflow incontinence of urine,overflow incontinence of urine,HP:0010936,Abnormality of the lower urinary tract,0.6739042401313782
C1456270,Fatty acid oxidation disorder,fatty acid oxidation disorder,HP:0004359,Abnormality of fatty-acid metabolism,0.9800298810005188
C0398672,Other specified disorders involving the immune mechanism, specified disorders involving the immune mechanism,,,1.0
C1456275,disorder of mitochondrial metabolism,disorder of mitochondrial metabolism,HP:0003287,Abnormality of mitochondrial metabolism,0.7821885943412781
C0021844,Intestinal obstruction without mention of hernia,intestinal obstruction ,HP:0005214,Intestinal obstruction,0.9904537200927734
C0021845,Intestinal Perforation,intestinal perforation,HP:0002242,Abnormality of the intestine,0.803604245185852
C0021843,Intestinal Obstruction,,HP:0005214,Intestinal obstruction,1.0
C2607914,Allergic rhinitis (disorder),,HP:0003193,Allergic rhinitis,1.0
C0001170,Acquired deformities of auricle or pinna,acquired deformities of auricle or pinna,HP:0000377,Abnormality of the pinna,0.9405062198638916
C0001171,Acquired chest and rib deformity,acquired chest and rib deformity,,,1.0
C0032308,Staphylococcal Pneumonia,staphylococcal pneumonia,HP:0012649,Increased inflammatory response,0.6359431743621826
C0032302,Mycoplasma pneumonia,mycoplasma pneumonia,,,1.0
C0162296,Polyarthralgia,polyarthralgia,HP:0002829,Arthralgia,0.9989325404167175
C0162292,External Ophthalmoplegia,,HP:0000544,External ophthalmoplegia,1.0
C0013221,Drug toxicity,drug toxicity,HP:0000708,Behavioral abnormality,0.7668658494949341
C2712371,Torus fracture of radius (alone),torus fracture of radius (alone),HP:0002818,Abnormality of the radius,0.8025789856910706
C0035305,Retinal Detachment,,HP:0000541,Retinal detachment,1.0
C0035309,Retinal Diseases,,HP:0000488,Retinopathy,1.0
C0012243,Digestive System Neoplasms,digestive system neoplasms,HP:0100723,Gastrointestinal stroma tumor,0.7078958749771118
C0012246,Female digestive-genital tract fistula,female digestive-genital tract fistula,,,1.0
C0158265,Degeneration of lumbar or lumbosacral intervertebral disc,degeneration of lumbar or lumbosacral intervertebral disc,HP:0008419,Intervertebral disc degeneration,0.6908020377159119
C0158264,Degeneration of thoracic or thoracolumbar intervertebral disc,degeneration of thoracic or thoracolumbar intervertebral disc,,,1.0
C0023418,leukemia,,HP:0001909,Leukemia,1.0
C0158746,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)","longitudinal deficiency, radial, complete or  (",HP:0001939,Abnormality of metabolism/homeostasis,0.5006334185600281
C0009733,"Tracheoesophageal fistula, esophageal atresia and stenosis","tracheoesophageal fistula, esophageal atresia and stenosis",HP:0002575,Tracheoesophageal fistula,0.9858520030975342
C0158260,Schmorl's nodes of lumbar region,schmorl's nodes of lumbar region,,,1.0
C0009080,Clubbed Fingers,,HP:0100759,Clubbing of fingers,1.0
C0009081,Congenital clubfoot,,HP:0001762,Talipes equinovarus,1.0
C0261685,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,,,1.0
C0261686,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,inhalation and ingestion of  object causing obstruction of respiratory tract or suffocation,,,1.0
C0016034,Breast Fibrocystic Disease,breast fibrocystic disease,HP:0010619,Fibroadenoma of the breast,0.6575533747673035
C0431635,Other anomalies of uterus, anomalies of uterus,HP:0000130,Abnormality of the uterus,0.9256681203842163
C0158339,Non-traumatic tendon rupture,non-traumatic tendon rupture,HP:0100550,Tendon rupture,0.9959037899971008
C0155218,Cyst of eyelid,,HP:0010604,Cyst of the eyelid,1.0
C0158331,tenosynovitis of ankle/foot,tenosynovitis of ankle/foot,,,1.0
C0155213,Hypertrichosis of eyelid,hypertrichosis of eyelid,HP:0000574,Thick eyebrow,0.5900866985321045
C0155212,Hypopigmentation of eyelid,hypopigmentation of eyelid,HP:0007406,Hyperpigmentation of eyelids,0.9890763759613037
C0158335,Ganglion of tendon sheath,ganglion of tendon sheath,HP:0000759,Abnormal peripheral nervous system morphology,0.8878268599510193
C0158334,Ganglion of joint,ganglion of joint,HP:0001367,Abnormal joint morphology,0.6562533378601074
C0085655,Polymyositis,polymyositis,HP:0100614,Myositis,0.7701871395111084
C0700292,Hypoxemia,,HP:0012418,Hypoxemia,1.0
C2830475,Impaired glucose tolerance (oral),impaired glucose tolerance (oral),HP:0000833,Glucose intolerance,0.8404856324195862
C0039145,Syringomyelia and syringobulbia,syringomyelia and syringobulbia,HP:0003396,Syringomyelia,0.5948275327682495
C0020490,Hyperopia,,HP:0000540,Hypermetropia,1.0
C0677607,Hashimoto Disease,,HP:0000872,Hashimoto thyroiditis,1.0
C0489981,Other staphylococcal septicemia, staphylococcal septicemia,,,1.0
C0011265,Presenile dementia,presenile dementia,HP:0000726,Dementia,0.9661009311676025
C0011268,Senile dementia,senile dementia,HP:0000726,Dementia,0.9814833998680115
C0266436,Congenital chordee,congenital chordee,HP:0000041,Chordee,0.7522136569023132
C0266435,Congenital hypoplasia of penis,,HP:0000054,Micropenis,1.0
C1879328,Blindness both eyes NOS (disorder),blindness both eyes nos (disorder),,,1.0
C0340692,Phlebitis and thrombophlebitis of other sites,phlebitis and thrombophlebitis of  sites,HP:0004419,Recurrent thrombophlebitis,0.5229626893997192
C0015300,Exophthalmos,,HP:0000520,Proptosis,1.0
C1719340,Monocytosis (symptomatic),monocytosis (symptomatic),HP:0012311,Monocytosis,0.6674639582633972
C1719348,"Encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere","encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere",HP:0012486,Myelitis,0.805766761302948
C1719349,"Encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere","encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere",HP:0012486,Myelitis,0.982254683971405
C0042580,Vesico-Ureteral Reflux,,HP:0000076,Vesicoureteral reflux,1.0
C0024649,Malposition of heart and cardiac apex,malposition of heart and cardiac apex,HP:0001627,Abnormal heart morphology,0.7739680409431458
C0025517,Metabolic Diseases,metabolic diseases,HP:0001939,Abnormality of metabolism/homeostasis,0.9719973206520081
C0152259,Cataract secondary to ocular disorder,cataract secondary to ocular disorder,HP:0000519,Congenital cataract,0.6118747591972351
C0587245,Complication of gastrostomy,complication of gastrostomy,,,1.0
C0019829,Hodgkin Disease,,HP:0012189,Hodgkin lymphoma,1.0
C0008707,Chronic osteomyelitis,chronic osteomyelitis,HP:0005901,Chronic recurrent multifocal osteomyelitis,0.6636093854904175
C0008701,Chronic Motor or Vocal Tic Disorder,chronic motor or vocal tic disorder,HP:0100035,Phonic tics,0.5311951041221619
C0520728,Impairment level: low vision of one eye,impairment level: low vision of one eye,,,1.0
C0158537,"Spina bifida, without mention of hydrocephalus, lumbar region","spina bifida, ",HP:0002414,Spina bifida,0.9983136653900146
C0158536,"Spina bifida, without mention of hydrocephalus, dorsal (thoracic) region","spina bifida, ",HP:0002414,Spina bifida,0.9983136653900146
C0158535,"Spina bifida, without mention of hydrocephalus, cervical region","spina bifida, ",HP:0002414,Spina bifida,0.9983136653900146
C0158534,"Spina bifida without mention of hydrocephalus, site unspecified",spina bifida ,HP:0002414,Spina bifida,0.9983370304107666
