cui,cui_name,curated_name,hpo,hpo_name
C0154275,Selective immunoglobulin M deficiency,selective immunoglobulin m deficiency,,
C0154276,Other selective immunoglobulin deficiencies, selective immunoglobulin deficiencies,,
C0392440,Acquired acanthosis nigricans,acquired acanthosis nigricans,,
C0036400,Scimitar Syndrome,,HP:0005160,Total anomalous pulmonary venous return
C0475534,Anemia in neoplastic disease,anemia in neoplastic disease,,
C0034668,Forcible intercourse,forcible intercourse,,
C0869300,"Other joint derangement, NEC, involving forearm in MTHICD9_2014"," joint derangement, nec, involving forearm in mthicd9_2014",,
C0030326,Panniculitis,,HP:0012490,Panniculitis
C0576995,Bleeding of pharynx,bleeding of pharynx,,
C0158971,Neonatal jaundice associated with preterm delivery,neonatal jaundice associated ,,
C1719461,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease","hypertensive chronic kidney disease, malignant, ",,
C0266313,Allanson Pantzar McLeod syndrome,,HP:0008660,Renotubular dysgenesis
C0038054,"Sprue, Tropical","sprue, tropical",,
C1367972,Phlebitis and thrombophlebitis,phlebitis and thrombophlebitis,,
C0162301,Calculus in urethra,calculus in urethra,,
C0015645,Fasciitis,,HP:0100537,Fasciitis
C0155047,"Unqualified visual loss, both eyes","unqualified visual loss, both eyes",,
C0014511,Epithelial cyst,,HP:0200040,Epidermoid cyst
C0273433,Crushing injury of neck,crushing injury of neck,,
C0276156,Adenoviral pneumonia,adenoviral pneumonia,,
C0037317,Sleep disturbances,,HP:0002360,Sleep disturbance
C0037315,Sleep Apnea Syndromes,,HP:0010535,Sleep apnea
C0085614,First degree atrioventricular block,,HP:0011705,First degree atrioventricular block
C0398650,Immune thrombocytopenic purpura,immune thrombocytopenic purpura,,
C0027430,Nasal Polyps,,HP:0100582,Nasal polyposis
C0034372,Quadriplegia,,HP:0002445,Tetraplegia
C0524528,Pervasive Development Disorder,pervasive development disorder,,
C0577712,Pressure ulcer of hip,pressure ulcer of hip,,
C0577713,Pressure ulcer of ankle,pressure ulcer of ankle,,
C0577719,ulcer of calf,ulcer of calf,,
C0158124,Ankylosis of lower leg joint,ankylosis of lower leg joint,,
C0240310,Hypoplasia of the maxilla,,HP:0000327,Hypoplasia of the maxilla
C2937300,Congenital hereditary muscular dystrophy,congenital hereditary muscular dystrophy,,
C0029771,Other specified diseases of pancreas, specified diseases of pancreas,,
C1306306,Contracture of hip joint,contracture of hip joint,,
C0154132,"Neoplasm of unspecified nature of bone, soft tissue, and skin","neoplasm of  nature of bone, soft tissue, and skin",,
C0268329,Other and unspecified disorders of metabolism, and  disorders of metabolism,,
C1541850,Acquired arteriovenous aneurysm,acquired arteriovenous aneurysm,,
C0476431,Abnormal Karyotype,abnormal karyotype,,
C0032897,Prader-Willi Syndrome,prader-willi syndrome,,
C0002171,Alopecia Areata,,HP:0002229,Alopecia areata
C0002170,Alopecia,,HP:0001596,Alopecia
C0003123,Anorexia,,HP:0002039,Anorexia
C0040702,Transient Tic Disorder,transient tic disorder,,
C0154146,"Toxic nodular goiter, unspecified type, without mention of thyrotoxic crisis or storm","toxic nodular goiter,  type, ",,
C0154144,Toxic multinodular goiter without mention of thyrotoxic crisis or storm,toxic multinodular goiter ,,
C0740331,Immunodeficiency with increased immunoglobulin M,immunodeficiency ,,
C0026918,Mycobacterium Infections,mycobacterium infections,,
C0695252,Other malaise and fatigue, malaise and fatigue,,
C0695255,mechanical complication due to peritoneal dialysis catheter,mechanical complication due to peritoneal dialysis catheter,,
C0695257,Carrier or suspected carrier of other streptococcus,carrier or suspected carrier of  streptococcus,,
C0034494,Rabies (disorder),rabies (disorder),,
C0006277,Bronchitis,,HP:0012387,Bronchitis
C0868868,"Anomalies of foot, not elsewhere classified","anomalies of foot, not elsewhere classified",,
C0431614,Other specified anomalies of genital organs, specified anomalies of genital organs,,
C0751362,Narcolepsy-Cataplexy Syndrome,narcolepsy-cataplexy syndrome,,
C0155545,Tympanic membrane conductive hearing loss,tympanic membrane conductive hearing loss,,
C0158312,Enthesopathy of hip region,enthesopathy of hip region,,
C0155547,Inner ear conductive hearing loss,inner ear conductive hearing loss,,
C0155546,Middle ear conductive hearing loss,middle ear conductive hearing loss,,
C0155237,Acute dacryocystitis,acute dacryocystitis,,
C0155540,Ear discharge,ear discharge,,
C0155542,Otogenic otalgia,otogenic otalgia,,
C0155548,Conductive hearing loss of combined types,conductive hearing loss of combined types,,
C0020162,Humeral Fractures,humeral fractures,,
C2874892,"Bipolar disorder, current episode mixed, moderate","bipolar disorder,  mixed, moderate",,
C2874891,"Bipolar disorder, current episode mixed, mild","bipolar disorder,  mixed, mild",,
C0019555,"Hip Dislocation, Congenital",,HP:0001385,Hip dysplasia
C0019554,Hip Dislocation,,HP:0002827,Hip dislocation
C0375093,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites","malignant mast cell tumors,  site, extranodal and solid organ sites",,
C0375094,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"," malignant lymphomas,  site, extranodal and solid organ sites",,
C0161462,"Injury to digital nerve, upper limb","injury to digital nerve, upper limb",,
C0161467,Injury of sciatic nerve,injury of sciatic nerve,,
C0024110,Lung Abscess,lung abscess,,
C0435570,Open supracondylar fracture of humerus,open supracondylar fracture of humerus,,
C0160220,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",subarachnoid hemorrhage following injury ,,
C0160221,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",subarachnoid hemorrhage following injury ,,
C0160222,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",subarachnoid hemorrhage following injury ,,
C0033775,Pruritus Ani,pruritus ani,,
C0033774,Pruritus,,HP:0000989,Pruritus
C0008058,Chilblains,chilblains,,
C0162849,Lichen Nitidus,lichen nitidus,,
C0033770,Prune Belly Syndrome,,HP:0004392,Prune belly
C0563449,"Epispadias, male (disorder)",,HP:0000039,Epispadias
C0029534,Other cerebellar ataxia, cerebellar ataxia,,
C0029537,Other chest pain, chest pain,,
C1955521,Other ascites, ascites,,
C0302401,"Injury, other and unspecified","injury,  and ",,
C0271510,Auditory recruitment,auditory recruitment,,
C1608262,"Immunodeficiency with predominant T-cell defect, unspecified",immunodeficiency ,,
C0160916,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection"," and  superficial injury of , multiple, and  sites, ",,
C0160912,"Blister of other, multiple, and unspecified sites, infected","blister of , multiple, and  sites, infected",,
C0160913,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, infected","insect bite, nonvenomous, of , multiple, and  sites, infected",,
C0160910,"Superficial injuries of other, multiple, and unspecified sites","superficial injuries of , multiple, and  sites",,
C0220704,Shprintzen syndrome,shprintzen syndrome,,
C0260768,Attention to other specified artificial opening,attention to  specified artificial opening,,
C0007644,Cellulitis and abscess of unspecified digit,cellulitis and abscess of  digit,,
C0007645,Cellulitis and abscess NOS (disorder),cellulitis and abscess nos (disorder),,
C0007643,Cellulitis and abscess of oral soft tissues,cellulitis and abscess of oral soft tissues,,
C0011057,"Hearing Loss, Sudden","hearing loss, sudden",,
C0020579,Hypervitaminosis A,hypervitaminosis a,,
C0020578,Hyperventilation,,HP:0002883,Hyperventilation
C0020575,Hypertropia,hypertropia,,
C0157733,Abnormality of the hair,,HP:0001595,Abnormality of the hair
C0375242,Causalgia of lower limb,causalgia of lower limb,,
C0375240,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus","migraine, , ",,
C0154551,Skin disorder arising from mental factors,skin disorder ,,
C0154557,Other genitourinary malfunction arising from mental factors, genitourinary malfunction ,,
C0154339,"Simple type schizophrenia, subchronic state","simple type schizophrenia, ",,
C0154338,Other persistent mental disorders due to conditions classified elsewhere, persistent mental disorders due to conditions classified elsewhere,,
C0154334,"Other specified transient mental disorders due to conditions classified elsewhere, other"," specified transient mental disorders due to conditions classified elsewhere, ",,
C0036420,Localized scleroderma,localized scleroderma,,
C1278558,Crushed in between objects,crushed in between objects,,
C0546840,"Unspecified polyarthropathy or polyarthritis, multiple sites"," polyarthropathy or polyarthritis, multiple sites",,
C0339711,Legal blindness USA,legal blindness usa,,
C0155689,Isolated (Fiedler's) myocarditis,isolated (fiedler's) myocarditis,,
C0155938,"Dentofacial anomalies, including malocclusion","dentofacial anomalies, including malocclusion",,
C0155939,Dental arch relationship anomaly,dental arch relationship anomaly,,
C0155934,Acute apical periodontitis of pulpal origin,acute apical periodontitis of pulpal origin,,
C0155935,Other and unspecified diseases of pulp and periapical tissues, and  diseases of pulp and periapical tissues,,
C0037889,Hereditary spherocytosis,hereditary spherocytosis,,
C0155937,Acute gingivitis,acute gingivitis,,
C0155930,Tooth Ankylosis,tooth ankylosis,,
C0155687,Acute myocarditis in diseases classified elsewhere,acute myocarditis in diseases classified elsewhere,,
C0004610,Bacteremia,bacteremia,,
C0036685,"Septicaemia due to gram-negative organism, unspecified","septicaemia due to gram-negative organism, ",,
C0036689,Streptococcal sore throat,streptococcal sore throat,,
C0235904,"Megacolon, not Hirschsprung's","megacolon, not hirschsprung's",,
C0162674,Chronic progressive external ophthalmoplegia,,HP:0000590,Progressive external ophthalmoplegia
C0162678,Neurofibromatoses,,HP:0001067,Neurofibromas
C0155066,"Unqualified visual loss, one eye","unqualified visual loss, one eye",,
C0155519,Labyrinthine unilateral reactive loss,labyrinthine unilateral reactive loss,,
C0159906,"Fracture of one or more phalanges of foot, closed","fracture of one or more phalanges of foot, closed",,
C0159909,"Other, multiple and ill-defined fractures of lower limb, closed",", multiple and ill-defined fractures of lower limb, closed",,
C0312413,Overflow incontinence of urine,overflow incontinence of urine,,
C1456270,Fatty acid oxidation disorder,fatty acid oxidation disorder,,
C0398672,Other specified disorders involving the immune mechanism, specified disorders involving the immune mechanism,,
C1456275,disorder of mitochondrial metabolism,disorder of mitochondrial metabolism,,
C0021844,Intestinal obstruction without mention of hernia,intestinal obstruction ,,
C0021845,Intestinal Perforation,intestinal perforation,,
C0021843,Intestinal Obstruction,,HP:0005214,Intestinal obstruction
C2607914,Allergic rhinitis (disorder),,HP:0003193,Allergic rhinitis
C0001170,Acquired deformities of auricle or pinna,acquired deformities of auricle or pinna,,
C0001171,Acquired chest and rib deformity,acquired chest and rib deformity,,
C0032308,Staphylococcal Pneumonia,staphylococcal pneumonia,,
C0032302,Mycoplasma pneumonia,mycoplasma pneumonia,,
C0162296,Polyarthralgia,polyarthralgia,,
C0162292,External Ophthalmoplegia,,HP:0000544,External ophthalmoplegia
C0013221,Drug toxicity,drug toxicity,,
C2712371,Torus fracture of radius (alone),torus fracture of radius (alone),,
C0035305,Retinal Detachment,,HP:0000541,Retinal detachment
C0035309,Retinal Diseases,,HP:0000488,Retinopathy
C0012243,Digestive System Neoplasms,digestive system neoplasms,,
C0012246,Female digestive-genital tract fistula,female digestive-genital tract fistula,,
C0158265,Degeneration of lumbar or lumbosacral intervertebral disc,degeneration of lumbar or lumbosacral intervertebral disc,,
C0158264,Degeneration of thoracic or thoracolumbar intervertebral disc,degeneration of thoracic or thoracolumbar intervertebral disc,,
C0023418,leukemia,,HP:0001909,Leukemia
C0158746,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)","longitudinal deficiency, radial, complete or  (",,
C0009733,"Tracheoesophageal fistula, esophageal atresia and stenosis","tracheoesophageal fistula, esophageal atresia and stenosis",,
C0158260,Schmorl's nodes of lumbar region,schmorl's nodes of lumbar region,,
C0009080,Clubbed Fingers,,HP:0100759,Clubbing of fingers
C0009081,Congenital clubfoot,,HP:0001762,Talipes equinovarus
C0261685,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,,
C0261686,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,inhalation and ingestion of  object causing obstruction of respiratory tract or suffocation,,
C0016034,Breast Fibrocystic Disease,breast fibrocystic disease,,
C0431635,Other anomalies of uterus, anomalies of uterus,,
C0158339,Non-traumatic tendon rupture,non-traumatic tendon rupture,,
C0155218,Cyst of eyelid,,HP:0010604,Cyst of the eyelid
C0158331,tenosynovitis of ankle/foot,tenosynovitis of ankle/foot,,
C0155213,Hypertrichosis of eyelid,hypertrichosis of eyelid,,
C0155212,Hypopigmentation of eyelid,hypopigmentation of eyelid,,
C0158335,Ganglion of tendon sheath,ganglion of tendon sheath,,
C0158334,Ganglion of joint,ganglion of joint,,
C0085655,Polymyositis,polymyositis,,
C0700292,Hypoxemia,,HP:0012418,Hypoxemia
C2830475,Impaired glucose tolerance (oral),impaired glucose tolerance (oral),,
C0039145,Syringomyelia and syringobulbia,syringomyelia and syringobulbia,,
C0020490,Hyperopia,,HP:0000540,Hypermetropia
C0677607,Hashimoto Disease,,HP:0000872,Hashimoto thyroiditis
C0489981,Other staphylococcal septicemia, staphylococcal septicemia,,
C0011265,Presenile dementia,presenile dementia,,
C0011268,Senile dementia,senile dementia,,
C0266436,Congenital chordee,congenital chordee,,
C0266435,Congenital hypoplasia of penis,,HP:0000054,Micropenis
C1879328,Blindness both eyes NOS (disorder),blindness both eyes nos (disorder),,
C0340692,Phlebitis and thrombophlebitis of other sites,phlebitis and thrombophlebitis of  sites,,
C0015300,Exophthalmos,,HP:0000520,Proptosis
C1719340,Monocytosis (symptomatic),monocytosis (symptomatic),,
C1719348,"Encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere","encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere",,
C1719349,"Encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere","encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere",,
C0042580,Vesico-Ureteral Reflux,,HP:0000076,Vesicoureteral reflux
C0024649,Malposition of heart and cardiac apex,malposition of heart and cardiac apex,,
C0025517,Metabolic Diseases,metabolic diseases,,
C0152259,Cataract secondary to ocular disorder,cataract secondary to ocular disorder,,
C0587245,Complication of gastrostomy,complication of gastrostomy,,
C0019829,Hodgkin Disease,,HP:0012189,Hodgkin lymphoma
C0008707,Chronic osteomyelitis,chronic osteomyelitis,,
C0008701,Chronic Motor or Vocal Tic Disorder,chronic motor or vocal tic disorder,,
C0520728,Impairment level: low vision of one eye,impairment level: low vision of one eye,,
C0158537,"Spina bifida, without mention of hydrocephalus, lumbar region","spina bifida, ",,
C0158536,"Spina bifida, without mention of hydrocephalus, dorsal (thoracic) region","spina bifida, ",,
C0158535,"Spina bifida, without mention of hydrocephalus, cervical region","spina bifida, ",,
C0158534,"Spina bifida without mention of hydrocephalus, site unspecified",spina bifida ,,
C0158538,Other congenital anomalies of nervous system, congenital anomalies of nervous system,,
C1561822,Asphyxia and hypoxemia,asphyxia and hypoxemia,,
C1561826,Overweight and obesity,overweight and obesity,,
C1561827,"Overweight, obesity and other hyperalimentation (E65-E68)","overweight, obesity and  hyperalimentation (e65-e68)",,
C1561828,Anemia in chronic kidney disease,anemia in chronic kidney disease,,
C0029512,Other and unspecified noninfectious gastroenteritis and colitis,gastrointestinal inflammation,,
C0029513,Other and unspecified ovarian cysts, and  ovarian cysts,,
C0029510,Other and unspecified manifestations of thiamine deficiency, and  manifestations of thiamine deficiency,,
C0029511,Other and unspecified mycoses, and  mycoses,,
C0029516,Other and unspecified reactive psychosis, and  reactive psychosis,,
C0029514,Other and unspecified pityriasis, and  pityriasis,,
C0029515,Other and unspecified postsurgical nonabsorption, and  postsurgical nonabsorption,,
C0018889,Helminthiasis,helminthiasis,,
C0432162,Congenital spondylolysis of lumbosacral region,congenital spondylolysis of lumbosacral region,,
C0700639,"Pyloric Stenosis, Hypertrophic","pyloric stenosis, hypertrophic",,
C0489969,"Unspecified disorder of joint, other specified sites"," disorder of joint,  specified sites",,
C0489967,Low compliance bladder,low compliance bladder,,
C0027609,Neonatal Abstinence Syndrome,neonatal abstinence syndrome,,
C0489962,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction","duodenal ulcer,  as acute or chronic, ",,
C0003615,Appendicitis,appendicitis,,
C0268790,Renal vascular disorder,renal vascular disorder,,
C0375326,Pneumonia due to other streptococci,pneumonia due to  streptococci,,
C0236816,"Stress Disorders, Traumatic, Acute","stress disorders, traumatic, acute",,
C0869292,"Other diseases of trachea and bronchus, NEC in ICD9CM"," diseases of trachea and bronchus,",,
C0009946,Conversion disorder,conversion disorder,,
C0159378,"Other closed skull fracture with other and unspecified intracranial hemorrhage, unspecified state of unconsciousness", closed skull fracture ,,
C0017536,Giardiasis,giardiasis,,
C0375224,Monoplegia of lower limb affecting unspecified side,monoplegia of lower limb affecting  side,,
C0375225,Monoplegia of lower limb affecting dominant side,monoplegia of lower limb affecting dominant side,,
C0375220,"Hemiplegia, unspecified, affecting nondominant side","hemiplegia, , affecting nondominant side",,
C0375221,Quadriplegia with quadriparesis,quadriplegia ,,
C0375223,Other quadriplegia, quadriplegia,,
C1561640,"Chronic kidney disease, stage 3 (moderate)","chronic kidney disease, stage 3 (moderate)",,
C1561641,"Chronic kidney disease, stage 4 (severe)","chronic kidney disease, stage 4 (severe)",,
C1561642,"Chronic kidney disease, Stage V","chronic kidney disease, stage v",,
C1561643,Chronic Kidney Diseases,,HP:0012622,Chronic kidney disease
C0016952,Galactosemias,,HP:0004919,Galactose intolerance
C0026893,"Myalgia and myositis, unspecified","myalgia and myositis, ",,
C0026896,Myasthenia Gravis,myasthenia gravis,,
C0026897,Myasthenic syndrome due to another disorder,myasthenic syndrome due to an disorder,,
C0333297,Chronic ulcer,chronic ulcer,,
C1253936,Hydrarthrosis,hydrarthrosis,,
C0040517,Gilles de la Tourette syndrome,gilles de la tourette syndrome,,
C0406047,Local infection skin/subcut tissue NOS,local infection skin/subcut tissue nos,,
C0840927,Neurologic neglect syndrome,abnormality of the nervous system,,
C0700345,"Candidiasis, Vulvovaginal","candidiasis, vulvovaginal",,
C0020807,Idiopathic pulmonary hemosiderosis, pulmonary hemosiderosis,,
C0744667,sensorineural hearing loss unilateral,sensorineural hearing loss unilateral,,
C0010308,Congenital Hypothyroidism,,HP:0000851,Congenital hypothyroidism
C3161434,Other pneumothorax and air leak, pneumothorax and air leak,,
C1963664,Joint contracture of the ankle and foot,joint contracture of the ankle and foot,,
C0155913,Other specified alveolar and parietoalveolar pneumonopathies, specified alveolar and parietoalveolar pneumonopathies,,
C0155910,Pulmonary congestion and hypostasis,pulmonary congestion and hypostasis,,
C0478100,Other deletions from the autosomes, deletions from the autosomes,,
C0155914,Unspecified alveolar and parietoalveolar pneumonopathy, alveolar and parietoalveolar pneumonopathy,,
C0158296,Other disorder of coccyx, disorder of coccyx,,
C0158297,Other symptoms referable to back, symptoms referable to back,,
C0155919,Acute pulmonary edema,acute pulmonary edema,,
C0158292,Disorder of sacrum,disorder of sacrum,,
C0158291,"Thoracic or lumbosacral neuritis or radiculitis, unspecified","thoracic or lumbosacral neuritis or radiculitis, ",,
C0686586,Acute leukemia in remission,acute leukemia in remission,,
C0424641,Decrease in height,decrease in height,,
C0038017,Congenital spondylolisthesis,congenital spondylolisthesis,,
C0152207,Alternating Exotropia,alternating exotropia,,
C0152206,Monocular Exotropia,monocular exotropia,,
C0155005,Other visual distortions and entoptic phenomena, visual distortions and entoptic phenomena,,
C0155006,Psychophysical visual disturbance,psychophysical visual disturbance,,
C0155000,Transient refractive change,transient refractive change,,
C0155001,Subjective visual disturbance,subjective visual disturbance,,
C0155003,"Blindness, Transient","blindness, transient",,
C0159963,Closed posterior dislocation of hip,closed posterior dislocation of hip,,
C2939144,Developmental odontogenic cyst,developmental odontogenic cyst,,
C0155435,Other disorders of Eustachian tube, disorders of eustachian tube,,
C0273478,Injury of blood vessels of lower extremity,injury of blood vessels of lower extremity,,
C0156299,Encysted hydrocele,encysted hydrocele,,
C0400832,Ulcer of anus and rectum,ulcer of anus and rectum,,
C0039494,Temporomandibular Joint Disorders,temporomandibular joint disorders,,
C0155295,Partial optic atrophy, optic atrophy,,
C1456254,incompetence or weakening of rectovaginal tissue,incompetence or weakening of rectovaginal tissue,,
C2712977,Acute kidney failure with lesion of tubular necrosis,acute kidney failure ,,
C0157741,Idiopathic urticaria, urticaria,,
C0157740,Chronic ulcer of other specified sites,chronic ulcer of  specified sites,,
C0157742,Urticaria due to cold and heat,urticaria due to cold and heat,,
C1260417,Ulcer of esophagus without bleeding,ulcer of esophagus ,,
C1260414,Other iatrogenic hypotension, iatrogenic hypotension,,
C0261983,Suicide and self-inflicted injury by cutting and piercing instrument,suicide and self-inflicted injury by cutting and piercing instrument,,
C0155296,Other disorders of optic disc, disorders of optic disc,,
C0231471,Abnormal posture,,HP:0002533,Abnormal posturing
C0494620,Embolism and thrombosis of arteries of upper extremities,embolism and thrombosis of arteries of upper extremities,,
C0339295,Exposure keratoconjunctivitis,exposure keratoconjunctivitis,,
C0494158,"Malignant neoplasm of kidney, except pelvis","malignant neoplasm of kidney, except pelvis",,
C0158768,Macrodactylia of toes,macrodactylia of toes,,
C0158767,Congenital deformity of knee joint,congenital deformity of knee joint,,
C0158763,Macrodactylia of fingers,macrodactylia of fingers,,
C0158761,Radioulnar Synostosis,,HP:0002974,Radioulnar synostosis
C0878692,Dementia in conditions classified elsewhere with behavioral disturbance,dementia in conditions classified elsewhere ,,
C0878691,Dementia in conditions classified elsewhere without behavioral disturbance,dementia in conditions classified elsewhere ,,
C0878696,bronchiectasis with acute exacerbation,bronchiectasis ,,
C0878695,bronchiectasis without acute exacerbation,bronchiectasis ,,
C0878694,Allergic rhinitis due to food,allergic rhinitis due to food,,
C0085096,Peripheral Vascular Diseases,peripheral vascular diseases,,
C0158363,Nontraumatic rupture of muscle,nontraumatic rupture of muscle,,
C0085606,Urgency of micturition,,HP:0000012,Urinary urgency
C0271234,Impairment level: low vision of both eyes,impairment level: low vision of both eyes,,
C0271236,"Better eye: severe visual impairment, Lesser eye: severe visual impairment","better eye: severe visual impairment, lesser eye: severe visual impairment",,
C1455884,Elevated C-reactive protein (CRP),elevated c-reactive protein (crp),,
C0158364,"Diastasis, Muscle","diastasis, muscle",,
C0158359,Laxity of ligament,,HP:0001380,Ligamentous laxity
C0494843,Ingestion dermatitis due to food,ingestion dermatitis due to food,,
C0155277,Orbital deformity associated with craniofacial deformity,orbital deformity associated ,,
C0158355,"Calcification and ossification, unspecified","calcification and ossification, ",,
C0158353,"Myositis, Infectious","myositis, infectious",,
C0158352,"Muscle, ligament and fascia disorders",muscle abnormality,,
C0035854,Rosacea,rosacea,,
C0158350,Tendon contracture,contracture,,
C0477996,Other congenital malformations of pulmonary valve, congenital malformations of pulmonary valve,,
C0477992,Other specified congenital malformations of face and neck,phenotypic abnormality of face and neck,,
C0477999,Other specified congenital malformations of heart,phenotypic abnormality of heart,,
C0034186,Pyelonephritis,,HP:0012330,Pyelonephritis
C2720437,Dislocation of elbow joint,,HP:0003042,Elbow dislocation
C0000768,Congenital Abnormality,congenital abnormality,,
C0080174,Spina Bifida Occulta,,HP:0003298,Spina bifida occulta
C0154270,Localized adiposity,localized adiposity,,
C0154271,Hypercarotinemia,hypercarotinemia,,
C0015544,Failure to Thrive,failure to thrive,,
C0158978,Kernicterus of foetus or newborn not due to isoimmunisation,kernicterus of foetus or newborn not due to isoimmunisation,,
C0155492,Middle Ear Cholesterol Granuloma,middle ear cholesterol granuloma,,
C0155491,Diffuse cholesteatosis of middle ear and mastoid,diffuse cholesteatosis of middle ear and mastoid,,
C0155490,Middle Ear Cholesteatoma,middle ear cholesteatoma,,
C0158975,Other neonatal jaundice due to delayed conjugation from other causes, neonatal jaundice due to delayed conjugation from  causes,,
C0155494,"Disorder of middle ear and mastoid, unspecified","disorder of middle ear and mastoid, ",,
C0159004,Transitory ileus of newborn,transitory ileus of newborn,,
C0159006,Perinatal intestinal perforation,perinatal intestinal perforation,,
C0159007,Other specified perinatal digestive system disorders, specified perinatal digestive system disorders,,
C1719367,Other causes of myelitis, causes of myelitis,,
C1719365,Other causes of encephalitis and encephalomyelitis, causes of encephalitis and encephalomyelitis,,
C1719362,Toxic encephalitis and encephalomyelitis,toxic encephalitis and encephalomyelitis,,
C1719361,"Postinfectious encephalitis, myelitis, and encephalomyelitis","postinfectious encephalitis, myelitis, and encephalomyelitis",,
C1719368,"Other causes of encephalitis, myelitis, and encephalomyelitis"," causes of encephalitis, myelitis, and encephalomyelitis",,
C1719369,"Unspecified cause of encephalitis, myelitis, and encephalomyelitis"," cause of encephalitis, myelitis, and encephalomyelitis",,
C0375533,"Longitudinal deficiency of upper limb, NEC in MTHICD9_2014","longitudinal deficiency of upper limb,",,
C0022408,Arthropathy,,HP:0003040,Arthropathy
C1456066,Allergic rhinitis due to animal (cat) (dog) hair and dander,allergic rhinitis due to animal (cat) (dog) hair and dander,,
C0005716,Blastomycosis,blastomycosis,,
C0161280,Blisters with epidermal loss due to burn [second degree] of unspecified site of lower limb,blisters ,,
C0161283,Blisters with epidermal loss due to burn (second degree) of ankle,blisters ,,
C0161282,Blisters with epidermal loss due to burn (second degree) of foot,blisters ,,
C0161284,Blisters with epidermal loss due to burn (second degree) of lower leg,blisters ,,
C0161286,Blisters with epidermal loss due to burn (second degree) of thigh (any part),blisters ,,
C0004402,autosomal deletion syndrome,autosomal deletion syndrome,,
C0043168,Whooping cough due to unspecified organism,whooping cough due to  organism,,
C0158515,Acquired deformity of pelvis,acquired deformity of pelvis,,
C0158514,Other acquired deformity of back or spine, acquired deformity of back or spine,,
C0158517,Acquired deformity of other specified site,acquired deformity of  specified site,,
C0178879,Urinary tract obstruction,urinary tract obstruction,,
C1561806,Aspiration of postnatal stomach contents without respiratory symptoms,aspiration of postnatal stomach contents ,,
C1561805,fetal or newborn aspiration,fetal or newborn aspiration,,
C0033845,Pseudotumor Cerebri,pseudotumor cerebri,,
C0489982,Other disorders of calcium metabolism, disorders of calcium metabolism,,
C0375699,Child emotional/psychological abuse,child emotional/psychological abuse,,
C0032463,Polycythemia Vera,polycythemia vera,,
C0032460,Polycystic Ovary Syndrome,,HP:0000147,Polycystic ovaries
C0039319,Tarsal Tunnel Syndrome,tarsal tunnel syndrome,,
C0035440,Acute rheumatic heart disease,acute rheumatic heart disease,,
C0035445,Rheumatism and fibrositis unspecified,rheumatism and fibrositis ,,
C0156154,Toxic gastroenteritis and colitis,toxic gastroenteritis and colitis,,
C0729250,"Respiratory complications, NEC in ICD9CM_2014","respiratory complications,",,
C0040149,Subacute thyroiditis,subacute thyroiditis,,
C0375343,Other jaw asymmetry, jaw asymmetry,,
C0040147,Thyroiditis,,HP:0100646,Thyroiditis
C0700613,Anxiety state,anxiety,,
C0260721,"Other problems with head, neck, and trunk", problems ,,
C0151632,ESR raised,,HP:0003565,Elevated erythrocyte sedimentation rate
C0375200,Shuddering attacks,shuddering attacks,,
C0375206,Hemiplegia/hemiparesis,,HP:0004374,Hemiplegia/hemiparesis
C0375204,Reflex sympathetic dystrophy of other specified site,reflex sympathetic dystrophy of  specified site,,
C0023075,Laryngostenosis,,HP:0001602,Laryngeal stenosis
C0154043,Benign neoplasm of pineal gland,benign neoplasm of pineal gland,,
C0154041,Benign neoplasm of parathyroid gland,benign neoplasm of parathyroid gland,,
C0154049,Hemangioma of skin and subcutaneous tissue,hemangioma of skin and subcutaneous tissue,,
C0016977,Gall Bladder Diseases,gall bladder diseases,,
C0344365,Incomplete emptying of bladder,incomplete emptying of bladder,,
C0409551,"Arthropathy associated with other viral diseases, lower leg",arthropathy associated ,,
C0029799,"Other specified forms of pleural effusion, except tuberculous"," specified forms of pleural effusion, except tuberculous",,
C0029794,Other specified erythematous conditions, specified erythematous conditions,,
C0029795,Unspecified family circumstance, family circumstance,,
C0795699,"Other diseases of pharynx, NEC in ICD9CM"," diseases of pharynx,",,
