cui,cui_name,curated_name,hpo,hpo_name
C0260489,Personal history of allergy to narcotic agent,personal history of allergy to narcotic agent,,
C0260488,Personal history of allergy to anesthetic agent,personal history of allergy to anesthetic agent,,
C0260481,Personal history of other specified diseases,personal history of  specified diseases,,
C0260480,perinatal; problems in personal history,perinatal; problems in personal history,,
C0260482,Personal history of unspecified disease,personal history of  disease,,
C0260485,Personal history of allergy to other antibiotic agents,personal history of allergy to  antibiotic agents,,
C0260484,Personal history of allergy to penicillin,personal history of allergy to penicillin,,
C0260487,Personal history of allergy to other anti-infective agents,personal history of allergy to  anti-infective agents,,
C0260486,Personal history of allergy to sulfonamides,personal history of allergy to sulfonamides,,
C0260371,Need for prophylactic vaccination and inoculation against unspecified single bacterial disease,need for prophylactic vaccination and inoculation against  single bacterial disease,,
C0489983,cognitive deficits as late effect of cerebrovascular disease,cognitive deficits as late effect of cerebrovascular disease,,
C0489987,"Late effects of cerebrovascular disease, other speech and language deficits","late effects of cerebrovascular disease,  speech and language deficits",,
C0261428,Accidental poisoning by agents primarily affecting blood constituents,accidental poisoning by agents primarily affecting blood constituents,,
C0261429,Accidental poisoning by drug primarily affecting cardiovascular system,accidental poisoning by drug primarily affecting cardiovascular system,,
C0261421,Accidental poisoning by other specified drugs acting on central and autonomic nervous systems,accidental poisoning by  specified drugs acting on central and autonomic nervous systems,,
C0261422,Accidental poisoning by unspecified drug acting on central and autonomic nervous systems,accidental poisoning by  drug acting on central and autonomic nervous systems,,
C0261423,Accidental poisoning by antibiotic,accidental poisoning by antibiotic,,
C0261426,Accidental poisoning by hormones and synthetic substitutes,accidental poisoning by hormones and synthetic substitutes,,
C0600027,Screening for unspecified mental disorder and developmental handicap,screening for  mental disorder and developmental handicap,,
C1719692,Encounter for change or removal of surgical wound dressing,encounter for change or removal of surgical wound dressing,,
C1719693,Encounter for removal of sutures,encounter for removal of sutures,,
C1719690,Encounter for change or removal of nonsurgical wound dressing,encounter for change or removal of nonsurgical wound dressing,,
C1719698,Encounter for hearing examination following failed hearing screening,encounter for hearing examination following failed hearing screening,,
C1719699,Other examination of ears and hearing, examination of ears and hearing,,
C0160202,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness"," and  cerebral laceration and contusion, ",,
C0160201,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness"," and  cerebral laceration and contusion, ",,
C0869291,"Radiological examination, NEC in ICD9CM_2014","radiological examination,",,
C0260748,Fitting and adjustment of hearing aid,fitting and adjustment of hearing aid,,
C0260749,Fitting and adjustment of cardiac pacemaker,fitting and adjustment of cardiac pacemaker,,
C0260745,"Fitting and adjustment, other device","fitting and adjustment,  device",,
C0261169,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle, motor vehicle nontraffic accident involving collision ,,
C0599986,Encounter due to genetic counseling,encounter due to genetic counseling,,
C0272870,Sprain of acromioclavicular ligament,sprain of acromioclavicular ligament,,
C0435924,Closed fracture of cuneiform bone of foot,closed fracture of cuneiform bone of foot,,
C0157746,Foreign body granuloma of skin and subcutaneous tissue,foreign body granuloma of skin and subcutaneous tissue,,
C0260442,Personal history of other leukemia,personal history of  leukemia,,
C0159587,Closed fracture of T7-T12 level with spinal cord injury,closed fracture of t7-t12 level ,,
C0159582,Closed fracture of T1-T6 level with spinal cord injury,closed fracture of t1-t6 level ,,
C2911500,Encounter due to presence of automatic (implantable) cardiac defibrillator,encounter due to presence of automatic (implantable) cardiac defibrillator,,
C0160563,Open wound of penis with complication,open wound of penis ,,
C0160562,Open wound of penis,open wound of penis,,
C0160565,Open wound of scrotum and testes with complication,open wound of scrotum and testes ,,
C0016546,Foreign Body in Digestive Tract,foreign body in digestive tract,,
C0016545,Foreign body granuloma of muscle,foreign body granuloma of muscle,,
C0260356,Encounter due to being a carrier or suspected carrier of other specified bacterial diseases,encounter due to being a carrier or suspected carrier of  specified bacterial diseases,,
C0477897,Other heavy for gestational age infants, heavy for gestational age infants,,
C0261408,Accidental poisoning by other psychotropic agents,accidental poisoning by  psychotropic agents,,
C0261405,Accidental poisoning by benzodiazepine-based tranquilizer,accidental poisoning by benzodiazepine-based tranquilizer,,
C0261403,Accidental poisoning by phenothiazine-based tranquilizer,accidental poisoning by phenothiazine-based tranquilizer,,
C0261400,Accidental poisoning by other specified sedatives and hypnotics,accidental poisoning by  specified sedatives and hypnotics,,
C0261401,Accidental poisoning by unspecified sedative or hypnotic,accidental poisoning by  sedative or hypnotic,,
C0155493,Retained foreign body of middle ear,retained foreign body of middle ear,,
C0152729,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"," tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",,
C0859697,Closed fracture of lumbar vertebra without mention of spinal cord lesion,closed fracture of lumbar vertebra ,,
C0160774,Late effect of fracture of skull AND/OR face bones,late effect of fracture of skull and/or face bones,,
C0851311,Encounter due to a person with feared complaint in whom no diagnosis was made,encounter due to a person ,,
C0260910,Screening examination for unspecified infectious disease,screening examination for  infectious disease,,
C0260918,Screening for malignant neoplasms of oral cavity,screening for malignant neoplasms of oral cavity,,
C0160481,"Open wound of external ear, unspecified site, complicated","open wound of external ear,  site, complicated",,
C0438624,Contusion of eye,contusion of eye,,
C0375691,"Toxic effect of caustic, unspecified","toxic effect of caustic, ",,
C0375693,Toxic effect of latex,toxic effect of latex,,
C0375695,Toxic effect of tobacco,toxic effect of tobacco,,
C0489985,Aphasia as late effect of cerebrovascular disease,aphasia as late effect of cerebrovascular disease,,
C0489984,speech and language deficit as late effect of cerebrovascular disease,speech and language deficit as late effect of cerebrovascular disease,,
C0489989,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side","late effects of cerebrovascular disease, hemiplegia affecting  side",,
C0160958,Contusion of multiple sites of lower limb,contusion of multiple sites of lower limb,,
C0160952,Contusion of lower leg,contusion of lower leg,,
C0160953,Contusion of knee,contusion of knee,,
C0160950,Contusion of hip,contusion of hip,,
C0160956,Contusion of ankle,contusion of ankle,,
C0160957,Contusion of toe,contusion of toe,,
C0160955,Contusion of foot,contusion of foot,,
C0476555,Need for immunization against viral hepatitis,need for immunization against viral hepatitis,,
C0476550,Asymptomatic human immunodeficiency virus [HIV] infection status,asymptomatic human immunodeficiency virus [hiv] infection status,,
C0260726,Encounter due to motor limb problems,encounter due to motor limb problems,,
C1561666,"Other mechanical complication of other internal orthopedic device, implant, and graft"," mechanical complication of  internal orthopedic device, implant, and graft",,
C1532320,Family history of prostate cancer,family history of prostate cancer,,
C0040531,Toxic effect of other specified metals,toxic effect of  specified metals,,
C0040533,Toxic effect of venom,toxic effect of venom,,
C0878731,Encounter for adequacy testing for hemodialysis,encounter for adequacy testing for hemodialysis,,
C0878732,Encounter for adequacy testing for peritoneal dialysis,encounter for adequacy testing for peritoneal dialysis,,
C0878734,"Follow-up examination, following surgery, unspecified","follow-up examination, following surgery, ",,
C0878736,"Follow-up examination, following other surgery","follow-up examination, following  surgery",,
C0878737,observation for abuse or neglect,observation for abuse or neglect,,
C0869502,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use","enzymes, not elsewhere classified, causing adverse effects in therapeutic use",,
C2921193,"Other and unspecified adverse effect of drug, medicinal and biological substance"," and  adverse effect of drug, medicinal and biological substance",,
C0869507,"Poisoning by enzymes, NEC in ICD9CM_2014","poisoning by enzymes,",,
C0728859,Encounter due to need for rabies vaccination,encounter due to need for rabies vaccination,,
C0040335,Encounter due to tobacco use,encounter due to tobacco use,,
C0695232,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral","late effects of cerebrovascular disease,  paralytic syndrome, bilateral",,
C2713001,Encounter for speech-language therapy,encounter for speech-language therapy,,
C2363337,Encounter due to dependence on supplemental oxygen,encounter due to dependence on supplemental oxygen,,
C0261396,Accidental poisoning by bromine compounds,accidental poisoning by bromine compounds,,
C0261465,Accidental poisoning by other and unspecified insecticides,accidental poisoning by  and  insecticides,,
C0261392,Accidental poisoning by barbiturates,accidental poisoning by barbiturates,,
C0261391,Accidental poisoning by unspecified analgesic or antipyretic,accidental poisoning by  analgesic or antipyretic,,
C0159028,General symptom,general symptom,,
C1321831,Encounter due to dependence on respirator,encounter due to dependence on respirator,,
C0260939,Screening for other disorders of blood and blood-forming organs,screening for  disorders of blood and blood-forming organs,,
C0260935,screening for iron deficiency anemia,screening for iron deficiency anemia,,
C0260936,Screening for other and unspecified deficiency anemia,screening for  and  deficiency anemia,,
C0260930,Encounter due to cystic fibrosis screening,encounter due to cystic fibrosis screening,,
C0435892,Closed fracture of lateral malleolus,closed fracture of lateral malleolus,,
C0435890,Closed fracture of medial malleolus,closed fracture of medial malleolus,,
C0161008,Foreign body in nose,foreign body in nose,,
C0161003,Foreign body in conjunctival sac,foreign body in conjunctival sac,,
C0161002,Corneal foreign body (disorder),corneal foreign body (disorder),,
C0161001,Foreign body on external eye,foreign body on external eye,,
C0161007,Foreign body in auditory canal,foreign body in auditory canal,,
C0159620,Closed fracture of three ribs,closed fracture of three ribs,,
C0159621,Closed fracture of four ribs,closed fracture of four ribs,,
C0159626,Closed fracture of multiple ribs,closed fracture of multiple ribs,,
C0161364,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 10-19%",burn [any degree] involving 70-79 percent of body surface ,,
C0878718,"Low birth weight status, 500-999 grams","low birth weight status, 500-999 grams",,
C0878719,"Low birth weight status, 1000-1499 grams","low birth weight status, 1000-1499 grams",,
C0878716,"Low birth weight status, unspecified","low birth weight status, ",,
C0878717,"Low birth weight status, less than 500 grams","low birth weight status, less than 500 grams",,
C0878714,"Encounter due to other allergy, other than to medicinal agents","encounter due to  allergy,  than to medicinal agents",,
C0878713,Encounter due to allergy to radiographic dye,encounter due to allergy to radiographic dye,,
C0878710,Encounter due to allergy to milk products,encounter due to allergy to milk products,,
C0878711,Encounter due to allergy to other foods,encounter due to allergy to  foods,,
C0260706,Encounter due to mechanical and motor problems with internal organs,encounter due to mechanical and motor problems ,,
C0261077,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian,motor vehicle traffic accident involving collision ,,
C0260880,Unspecified examination, examination,,
C0260883,Screening examination for smallpox in ICD9CM,screening examination for smallpox in icd9cm,,
C0476707,Encounter for health supervision and care of foundling,encounter for health supervision and care of foundling,,
C0476705,Encounter due to acquired absence of kidney,encounter due to acquired absence of kidney,,
C0000827,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection","abrasion or friction burn of , multiple, and  sites, ",,
C0478453,Poisoning by other and unspecified respiratory drugs,poisoning by  and  respiratory drugs,,
C0496621,Need for immunization against yellow fever,need for immunization against yellow fever,,
C0032811,Encounter due to postsurgical aortocoronary bypass status,encounter due to postsurgical aortocoronary bypass status,,
C0160522,Open wound of jaw with complication,open wound of jaw ,,
C0160521,Open wound of lip with complication,open wound of lip ,,
C0160520,Open wound of forehead with complication,open wound of forehead ,,
C0362085,Encounter due to diagnostic skin or sensitization test,encounter due to diagnostic skin or sensitization test,,
C0274220,Contusion of buttock,contusion of buttock,,
C0412873,Poisoning by cardiac rhythm regulator,poisoning by cardiac rhythm regulator,,
C0260390,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]","need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [dtp] [dtap]",,
C0260392,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio],need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis ,,
C0260394,Need for prophylactic vaccination and inoculation against other combinations of diseases,need for prophylactic vaccination and inoculation against  combinations of diseases,,
C0261664,"Sting of hornets, wasps, and bees causing poisoning and toxic reactions","sting of hornets, wasps, and bees causing poisoning and toxic reactions",,
C0261449,Accidental poisoning by disinfectant,accidental poisoning by disinfectant,,
C0261445,Accidental poisoning by synthetic detergents and shampoos,accidental poisoning by synthetic detergents and shampoos,,
C0154727,Nervous system complication from surgically implanted device,nervous system complication from surgically implanted device,,
C0149532,Foreign body in esophagus,foreign body in esophagus,,
C0273237,Multiple open wounds with complication,multiple open wounds ,,
C0161020,Foreign body in intestine and colon,foreign body in intestine and colon,,
C0161025,Foreign body in vulva and vagina,foreign body in vulva and vagina,,
C0161026,Foreign body in penis,foreign body in penis,,
C0161029,Other burns of eyelids and periocular area, burns of eyelids and periocular area,,
C2910940,Encounter for fitting and adjustment of peritoneal dialysis catheter,encounter for fitting and adjustment of peritoneal dialysis catheter,,
C2910943,Encounter for therapeutic drug level monitoring,encounter for therapeutic drug level monitoring,,
C0261054,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist, motor vehicle traffic accident involving collision ,,
C0159888,Closed fracture of calcaneus,closed fracture of calcaneus,,
C0159889,Open fracture of calcaneus,open fracture of calcaneus,,
C0435532,"Closed fracture of proximal humerus, anatomical neck","closed fracture of proximal humerus, anatomical neck",,
C0476665,Encounter due to immunization not carried out for unspecified reason,encounter due to immunization not carried out for  reason,,
C0420019,Special screening for other malignant neoplasms,special screening for  malignant neoplasms,,
C0481525,Follow-up examination after treatment of fracture,follow-up examination after treatment of fracture,,
C0260879,Other specified examination, specified examination,,
C0260870,Observation following alleged rape or seduction,observation following alleged rape or seduction,,
C0260872,Encounter for observation for suspected cardiovascular disease,encounter for observation for suspected cardiovascular disease,,
C0496640,General counseling and advice on procreation,general counseling and advice on procreation,,
C0260875,Encounter due to Special examination,encounter due to special examination,,
C0260877,Laboratory examination,laboratory examination,,
C0434143,Open wound of scrotum and testes,open wound of scrotum and testes,,
C0160505,Open wound of nose with complication,open wound of nose ,,
C0160056,Sprain radial collateral ligament,sprain radial collateral ligament,,
C0701795,Reaction to spinal or lumbar puncture,reaction to spinal or lumbar puncture,,
C0261604,Accidental fall from or out of building or other structure,accidental fall from or out of building or  structure,,
C0436099,Late effect of fracture of arm,late effect of fracture of arm,,
C1961134,Encounter for examination of eyes and vision in ICD9CM_2008,encounter for examination of eyes and vision in icd9cm_2008,,
C0260519,Family history of other neurological diseases,family history of  neurological diseases,,
C0260518,Encounter due to family history of stroke,encounter due to family history of stroke,,
C0260514,Family history of other specified malignant neoplasm,family history of  specified malignant neoplasm,,
C0161590,Poisoning by opiate antagonist,poisoning by opiate antagonist,,
C0687129,Encounter due to vagabond status,encounter due to vagabond status,,
C0033825,Encounter due to pseudophakia,encounter due to pseudophakia,,
C1135308,"Aftercare following surgery of the musculoskeletal system, NEC","aftercare following surgery of the musculoskeletal system, nec",,
C1135306,"Aftercare following surgery of the genitourinary system, NEC","aftercare following surgery of the genitourinary system, nec",,
C1135301,"Aftercare following surgery of the sense organs, NEC","aftercare following surgery of the sense organs, nec",,
C1135302,"Aftercare following surgery of the nervous system, NEC","aftercare following surgery of the nervous system, nec",,
C1135303,"Aftercare following surgery of the circulatory system, NEC","aftercare following surgery of the circulatory system, nec",,
C0161041,Burn of unspecified degree of forehead and cheek,burn of  degree of forehead and cheek,,
C0478550,Need for immunization against other single bacterial diseases,need for immunization against  single bacterial diseases,,
C0159668,"Closed fracture of scapula, unspecified part","closed fracture of scapula,  part",,
C0159661,Closed fracture of shaft of clavicle,closed fracture of shaft of clavicle,,
C0273253,"Open wound of ear drum, uncomplicated","open wound of ear drum, uncomplicated",,
C0261390,Accidental poisoning by other specified analgesics and antipyretics,accidental poisoning by  specified analgesics and antipyretics,,
C0878754,Genetic counseling and testing on procreative management,genetic counseling and testing on procreative management,,
C0878755,Other conditions influencing health status, conditions influencing health status,,
C0029484,Other accidents, accidents,,
C0029483,Other accidental drowning or submersion, accidental drowning or submersion,,
C0029488,Other acute reactions to stress, acute reactions to stress,,
C0006420,Burn of internal organ,burn of internal organ,,
C0029629,Other healthy infant or child receiving care, healthy infant or child receiving care,,
C0029624,Encounter for other specified contraceptive management in ICD9CM,encounter for  specified contraceptive management in icd9cm,,
C0029625,Other general symptoms, general symptoms,,
C0677491,Encounter due to Kidney transplanted,encounter due to kidney transplanted,,
C0161692,Toxic effect of other nonpetroleum-based solvents,toxic effect of  nonpetroleum-based solvents,,
C0161693,"Toxic effect of corrosive aromatics, acids, and caustic alkalis","toxic effect of corrosive aromatics, acids, and caustic alkalis",,
C0161699,Toxic effect of inorganic lead compound,toxic effect of inorganic lead compound,,
C0261586,"Unspecified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"," surgical operations and procedures causing abnormal patient reaction, or later complication, ",,
C0260859,Other specified general medical examinations, specified general medical examinations,,
C0496668,Fitting and adjustment of unspecified device,fitting and adjustment of  device,,
C0260851,Routine general medical examination at a health care facility,routine general medical examination at a health care facility,,
C0153336,Late effects of other infectious and parasitic diseases,late effects of  infectious and parasitic diseases,,
C0153337,Late effects of viral encephalitis,late effects of viral encephalitis,,
C0160075,Sprain of iliofemoral ligament,sprain of iliofemoral ligament,,
C0160077,Sprains and strains of other specified sites of hip and thigh,sprains and strains of  specified sites of hip and thigh,,
C0160071,Sprain of metacarpophalangeal (joint) of hand,sprain of metacarpophalangeal (joint) of hand,,
C0160070,Sprain of carpometacarpal (joint) of hand,sprain of carpometacarpal (joint) of hand,,
C0160073,Other sprains and strains of hand, sprains and strains of hand,,
C0160072,Sprain of interphalangeal (joint) of hand,sprain of interphalangeal (joint) of hand,,
C0160078,Sprains and strains of unspecified site of hip and thigh,sprains and strains of  site of hip and thigh,,
C0412836,Poisoning by antineoplastic AND/OR immunosuppressive drug,poisoning by antineoplastic and/or immunosuppressive drug,,
C1962940,Need for prophylactic vaccination and inoculation against poliomyelitis in ICD9CM,need for prophylactic vaccination and inoculation against poliomyelitis in icd9cm,,
C0260688,Other artificial openings of urinary tract status, artificial openings of urinary tract status,,
C0260683,Gastrostomy status,gastrostomy status,,
C0260686,Other artificial openings of gastrointestinal tract status, artificial openings of gastrointestinal tract status,,
C0260685,Colostomy status,colostomy status,,
C0260684,Ileostomy status,ileostomy status,,
C0261626,Unspecified accident resulting from conflagration in private dwelling, accident resulting from conflagration in private dwelling,,
C0260530,Encounter due to family history of mental retardation,encounter due to family history of mental retardation,,
C0260533,Family history of other genitourinary diseases,family history of  genitourinary diseases,,
C0260535,Family history of other condition,family history of  condition,,
C0260534,Family history of infectious and parasitic diseases,family history of infectious and parasitic diseases,,
C0260537,Family history of other eye disorders,family history of  eye disorders,,
C0260538,Encounter due to Family history of deafness or hearing loss,encounter due to family history of deafness or hearing loss,,
C0261486,Accidental poisoning by lead and its compounds and fumes,accidental poisoning by lead and its compounds and fumes,,
C0261487,Accidental poisoning by mercury and its compounds and fumes,accidental poisoning by mercury and its compounds and fumes,,
C0261484,Accidental poisoning from unspecified foodstuff or poisonous plant,accidental poisoning from  foodstuff or poisonous plant,,
C0261483,Accidental poisoning from other specified foods,accidental poisoning from  specified foods,,
C1455976,Awaiting organ transplant status,awaiting organ transplant status,,
C1533166,Bromine compound poisoning,bromine compound poisoning,,
C0161203,Burn of unspecified degree of single digit (finger (nail) other than thumb,burn of  degree of single digit (finger (nail)  than thumb,,
C0161205,"Burn of unspecified degree of two or more digits of hand, not incl thumb","burn of  degree of two or more digits of hand, not incl thumb",,
C0375617,"Closed fracture of cervical vertebra, unspecified level","closed fracture of cervical vertebra,  level",,
C0274908,Toxic effect of soap AND/OR detergent,toxic effect of soap and/or detergent,,
C0478576,Fitting and adjustment of other devices related to nervous system and special senses,fitting and adjustment of  devices related to nervous system and special senses,,
C0159643,Closed fracture pubis,closed fracture pubis,,
C0347815,Closed fracture of cuboid bone of foot,closed fracture of cuboid bone of foot,,
C2911243,Encounter due to family history of colonic polyps,encounter due to family history of colonic polyps,,
C0274011,Burn of back,burn of back,,
C0158892,Disorder relating to short gestation AND/OR low birthweight,disorder relating to short gestation and/or low birthweight,,
C0015222,Encounter due to examination of ears and hearing,encounter due to examination of ears and hearing,,
C0036464,Special screening for other specified conditions,special screening for  specified conditions,,
C0260832,examination; follow-up,examination; follow-up,,
C0260833,Follow-up examination following surgery,follow-up examination following surgery,,
C0274714,Poisoning by sympathomimetic drug,poisoning by sympathomimetic drug,,
C1384500,"Accidental poisoning by drugs primarily affecting skin, mucous membrane, ophthalmological, otorhinolaryngological and dental drugs","accidental poisoning by drugs primarily affecting skin, mucous membrane, ophthalmological, otorhinolaryngological and dental drugs",,
C0009044,Closed fracture of carpal bone,closed fracture of carpal bone,,
C0009048,Closed fracture of unspecified vertebral column without mention of spinal cord injury,closed fracture of  vertebral column ,,
C0740203,Encounter for attention to unspecified artificial opening,encounter for attention to  artificial opening,,
C0840801,"Partial thickness [blisters, epidermal loss] burn of trunk, unspecified site"," thickness [blisters, epidermal loss] burn of trunk,  site",,
C0546949,"Complications of medical care, NEC in ICD9CM_2014","complications of medical care,",,
C0034076,Pulmonary insufficiency following trauma and surgery,pulmonary insufficiency following trauma and surgery,,
C0261201,Pedal cycle accident NOS - pedestrian injured (event),pedal cycle accident nos - pedestrian injured (event),,
C0261202,Pedal cycle accident NOS - pedal cyclist injured (event),pedal cycle accident nos - pedal cyclist injured (event),,
C0161005,Foreign body in other and combined sites on external eye,foreign body in  and combined sites on external eye,,
C0027535,Neck sprain,neck sprain,,
C0159093,Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system,nonspecific (abnormal) findings on radiological and  examination of musculoskeletal system,,
C0375861,Fitting and adjustment of automatic implantable cardiac defibrillator,fitting and adjustment of automatic implantable cardiac defibrillator,,
C0274967,Poisoning by phenothiazine-based tranquilizer,poisoning by phenothiazine-based tranquilizer,,
C0160131,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",cortex (cerebral) contusion ,,
C0274035,Burn of upper limb,burn of upper limb,,
C2911654,Encounter due to being an asymptomatic hemophilia A carrier,encounter due to being an asymptomatic hemophilia a carrier,,
C2911652,Encounter due to being a hepatitis B carrier,encounter due to being a hepatitis b carrier,,
C0260782,Other aftercare following surgery, aftercare following surgery,,
C0260783,Encounter for other specified aftercare,encounter for  specified aftercare,,
C0260780,"Encounter due to blood transfusion, without reported diagnosis","encounter due to blood transfusion, ",,
C0490066,Special investigations and examinations - Dental examination,special investigations and examinations - dental examination,,
C0490065,Observation for unspecified suspected mental condition,observation for  suspected mental condition,,
C2921392,Encounter due to personal history of other diseases of the respiratory system,encounter due to personal history of  diseases of the respiratory system,,
C2921394,Encounter due to personal history of infections of the central nervous system,encounter due to personal history of infections of the central nervous system,,
C0261788,Anterior pituitary hormones causing adverse effects in therapeutic use,anterior pituitary hormones causing adverse effects in therapeutic use,,
C0261784,Adrenal cortical steroids causing adverse effects in therapeutic use,adrenal cortical steroids causing adverse effects in therapeutic use,,
C0261560,Mechanical failure of instrument or apparatus during other specified procedures,mechanical failure of instrument or apparatus during  specified procedures,,
C0159127,Nonspecific tuberculin test reaction,nonspecific tuberculin test reaction,,
C0260818,Surgical or other procedure not carried out because of patient's decision,surgical or  procedure not carried out because of patient's decision,,
C0260819,Procedure not carried out for other reasons,procedure not carried out for  reasons,,
C0260817,Surgical or other procedure not carried out because of contraindication,surgical or  procedure not carried out because of contraindication,,
C0152866,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",,
C1812613,"Multiple and unspecified open wound of lower limb, without mention of complication","multiple and  open wound of lower limb, ",,
C1812617,Burn of unspecified degree of unspecified site of lower limb (leg),burn of  degree of  site of lower limb (leg),,
C1812618,"Burn of lower limb(s), unspecified degree","burn of lower limb(s),  degree",,
C1812619,Unspecified thickness burn of the wrist or hand, thickness burn of the wrist or hand,,
C0432773,Contusion of finger,contusion of finger,,
C0375795,Personal history of unspecified infectious and parasitic disease,personal history of  infectious and parasitic disease,,
C0375796,Personal history of tuberculosis,personal history of tuberculosis,,
C0375799,Personal history of other infectious and parasitic disease,personal history of  infectious and parasitic disease,,
C0261197,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedestrian, motor vehicle nontraffic accident of  and  nature injuring pedestrian,,
C0161530,Poisoning by anticoagulant,poisoning by anticoagulant,,
C0273248,"Open wound of auricle, uncomplicated","open wound of auricle, uncomplicated",,
C0435750,Closed fracture of rib,closed fracture of rib,,
C0262089,"Injury by unspecified means, undetermined whether accidentally or purposely inflicted","injury by  means, undetermined whether accidentally or purposely inflicted",,
C0262088,"Injury by other specified means, undetermined whether accidentally or purposely inflicted","injury by  specified means, undetermined whether accidentally or purposely inflicted",,
C0375654,"Open wound of face, unspecified site, uncomplicated","open wound of face,  site, uncomplicated",,
C0375650,"Open wound of nasal septum, uncomplicated","open wound of nasal septum, uncomplicated",,
C0375653,"Open wound of multiple sites of nose, without mention of complication","open wound of multiple sites of nose, ",,
C0375659,"Open wound of mouth, unspecified site, uncomplicated","open wound of mouth,  site, uncomplicated",,
C0496723,Personal history of diseases of the nervous system and sense organs,personal history of diseases of the nervous system and sense organs,,
C0481798,Encounter due to family disruption,encounter due to family disruption,,
C0481799,Other specified family reason for encounter, specified family reason for encounter,,
C0496542,Surgical operation with formation of external stoma,surgical operation ,,
C0160110,Coccyx sprain,coccyx sprain,,
C0160111,Sprain of unspecified site of back,sprain of  site of back,,
C0418697,"Amputation of limb(s) as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","amputation of limb(s) as the cause of abnormal reaction of the patient, or of later complication, ",,
C0418696,Other reconstructive surgery, reconstructive surgery,,
C0949168,Examination of participant in clinical trial,examination of participant in clinical trial,,
C0949166,Striking against or struck accidentally by other stationary object with subsequent fall,striking against or struck accidentally by  stationary object ,,
C0949164,"Striking against or struck accidentally caused by a crowd, by collective fear or panic with subsequent fall","striking against or struck accidentally caused by a crowd, by collective fear or panic ",,
C0949165,Striking against or struck accidentally by furniture with subsequent fall,striking against or struck accidentally by furniture ,,
C0949162,Striking against or struck accidentally by other stationary object without subsequent fall,striking against or struck accidentally by  stationary object ,,
C0949161,Striking against or struck accidentally by furniture without subsequent fall,striking against or struck accidentally by furniture ,,
C1955550,"Infection following other infusion, injection, transfusion, or vaccination","infection following  infusion, injection, transfusion, or vaccination",,
C0490004,other late effects of cerebrovascular disease, late effects of cerebrovascular disease,,
C0490005,Apraxia as late effect of cerebrovascular disease,apraxia as late effect of cerebrovascular disease,,
C0490006,dysphagia as late effect of cerebrovascular disease,dysphagia as late effect of cerebrovascular disease,,
C0160808,Late effect of foreign body in orifice,late effect of foreign body in orifice,,
C0261767,Cephalosporin group causing adverse effects in therapeutic use,cephalosporin group causing adverse effects in therapeutic use,,
C0261765,Erythromycin and other macrolides causing adverse effects in therapeutic use,erythromycin and  macrolides causing adverse effects in therapeutic use,,
C0261769,Antineoplastic antibiotics causing adverse effects in therapeutic use,antineoplastic antibiotics causing adverse effects in therapeutic use,,
C0261509,Accidental poisoning by other specified gases and vapors,accidental poisoning by  specified gases and vapors,,
C0159107,Nonspecific abnormal auditory function studies,nonspecific abnormal auditory function studies,,
C0160588,Open wound of upper arm,open wound of upper arm,,
C0161769,"Other mechanical complication of genitourinary device, implant, and graft"," mechanical complication of genitourinary device, implant, and graft",,
C1135269,disruption of internal operation wound,disruption of internal operation wound,,
C0161762,"Other mechanical complication of cardiac device, implant, and graft"," mechanical complication of cardiac device, implant, and graft",,
C0161763,"Mechanical complication of other vascular device, implant, and graft","mechanical complication of  vascular device, implant, and graft",,
C0159743,Open fracture of lower end of forearm,open fracture of lower end of forearm,,
C0159742,"Open fracture of radius and ulna, lower end","open fracture of radius and ulna, lower end",,
C0159740,Other closed fractures of distal end of radius (alone), closed fractures of distal end of radius (alone),,
